
Host: iw-p33-31-r.pace.gatech.edu

Timers On : Mon Apr 23 22:03:19 2018
Timers Off: Mon Apr 23 22:04:40 2018

Wall Time:       81.00 seconds

V: Grid     :       1.15u       0.02s 1.16032900w      1 call
JK: (A|mn)  :       6.77u       0.00s   3.379440w      6 calls
JK: (A|Q)^-1/2:       1.67u       0.05s   1.278967w      6 calls
JK: (Q|mn)  :       1.83u       0.00s   1.823124w      6 calls
HF: Form H  :       0.00u       0.01s 0.00288700w      1 call
HF: Form S/X:       0.02u       0.00s 0.01078900w      1 call
HF: Guess   :       0.89u       0.06s 0.47341600w      1 call
SAD Guess   :       0.88u       0.06s 0.47021700w      1 call
JK: D       :       0.01u       0.01s   0.004837w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001880w     47 calls
JK: JK      :      15.76u       0.86s   8.867381w     47 calls
JK: J       :       0.86u       0.03s   0.465257w     48 calls
JK: J1      :       0.41u       0.02s   0.220671w     82 calls
JK: J2      :       0.44u       0.01s   0.241162w     82 calls
JK: K       :      14.31u       0.31s   7.828950w     48 calls
JK: K1      :       8.24u       0.00s   4.121932w     82 calls
JK: K2      :       6.07u       0.31s   3.706181w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000055w     47 calls
DIISManager::add_entry:       0.11u       0.02s   0.147083w     46 calls
DIISManager::extrapolate:       0.44u       0.06s   0.854329w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.41u       0.05s   0.838377w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001275w     45 calls
DIISManager::extrapolate: form new data:       0.03u       0.01s   0.014383w     45 calls
HF: Form G  :      78.12u       1.25s      68.99w     13 calls
RKS: Form V :      62.36u       0.38s      60.11w     13 calls
V: D        :       0.01u       0.00s   0.004459w     13 calls
V: USO2AO   :       0.00u       0.00s   0.000895w     13 calls
V: V        :      62.34u       0.38s      60.11w     13 calls
Properties  :      40.77u       0.23s      39.08w   3822 calls
Points      :      30.91u       0.19s      29.61w   3822 calls
Functional  :      12.62u       0.06s      12.43w   3822 calls
V_XC        :       8.92u       0.06s   8.556193w   3822 calls
LSDA        :       6.85u       0.02s   6.535460w   7644 calls
GGA         :       1.88u       0.03s   1.792717w   3822 calls
V: AO2USO   :       0.00u       0.00s   0.000025w     13 calls
HF: Form F  :       0.00u       0.00s   0.001951w     13 calls
HF: DIIS    :       0.64u       0.09s   1.045383w     13 calls
HF: Form C  :       0.25u       0.00s   0.143789w     13 calls
HF: Form D  :       0.00u       0.00s   0.004805w     13 calls

***********************************************************
