
Host: iw-h43-28.pace.gatech.edu

Timers On : Mon Apr 23 22:02:17 2018
Timers Off: Mon Apr 23 22:05:04 2018

Wall Time:      167.00 seconds

V: Grid     :       2.03u       0.03s 2.05554900w      1 call
JK: (A|mn)  :      17.49u       0.01s   8.751738w      6 calls
JK: (A|Q)^-1/2:       5.43u       0.06s   5.071124w      6 calls
JK: (Q|mn)  :       4.03u       0.00s   4.026591w      6 calls
HF: Form H  :       0.00u       0.00s 0.00573400w      1 call
HF: Form S/X:       0.07u       0.01s 0.04320600w      1 call
HF: Guess   :       0.83u       0.06s 0.44604400w      1 call
SAD Guess   :       0.82u       0.06s 0.44279900w      1 call
JK: D       :       0.05u       0.01s   0.013758w     49 calls
JK: USO2AO  :       0.01u       0.00s   0.002556w     49 calls
JK: JK      :      41.55u       1.30s      24.97w     49 calls
JK: J       :       1.52u       0.16s   0.839837w     50 calls
JK: J1      :       0.81u       0.12s   0.448736w     85 calls
JK: J2      :       0.70u       0.04s   0.385133w     85 calls
JK: K       :      38.28u       0.49s      22.92w     50 calls
JK: K1      :      25.88u       0.00s      12.96w     85 calls
JK: K2      :      12.39u       0.49s   9.958964w     85 calls
JK: AO2USO  :       0.00u       0.00s   0.000077w     49 calls
DIISManager::add_entry:       0.03u       0.03s   0.034430w     48 calls
DIISManager::extrapolate:       0.88u       0.15s   2.998105w     47 calls
DIISManager::extrapolate: bMatrix setup:       0.87u       0.14s   2.970841w     47 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002031w     47 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.024740w     47 calls
HF: Form G  :     158.32u       1.76s     139.51w     14 calls
RKS: Form V :     116.74u       0.46s     114.52w     14 calls
V: D        :       0.03u       0.00s   0.013223w     14 calls
V: USO2AO   :       0.00u       0.00s   0.001305w     14 calls
V: V        :     116.71u       0.46s     114.51w     14 calls
Properties  :      69.95u       0.26s      68.73w   4032 calls
Points      :      46.82u       0.16s      46.20w   4032 calls
Functional  :      21.46u       0.06s      21.13w   4032 calls
V_XC        :      25.24u       0.11s      24.60w   4032 calls
LSDA        :      20.33u       0.05s      20.02w   8064 calls
GGA         :       4.47u       0.02s   4.205743w   4032 calls
V: AO2USO   :       0.00u       0.00s   0.000030w     14 calls
HF: Form F  :       0.01u       0.00s   0.002994w     14 calls
HF: DIIS    :       1.17u       0.19s   3.178513w     14 calls
HF: Form C  :       0.86u       0.06s   0.522317w     14 calls
HF: Form D  :       0.01u       0.00s   0.011212w     14 calls

***********************************************************
