
Host: iw-k30-10.pace.gatech.edu

Timers On : Mon Apr 23 22:04:36 2018
Timers Off: Mon Apr 23 22:07:20 2018

Wall Time:      164.00 seconds

V: Grid     :       2.32u       0.04s 2.35359800w      1 call
JK: (A|mn)  :      20.02u       0.00s   9.996827w      6 calls
JK: (A|Q)^-1/2:       5.65u       0.08s   5.231955w      6 calls
JK: (Q|mn)  :       4.03u       0.00s   4.036403w      6 calls
HF: Form H  :       0.00u       0.01s 0.00942200w      1 call
HF: Form S/X:       0.08u       0.00s 0.04145400w      1 call
HF: Guess   :       1.10u       0.04s 0.56792800w      1 call
SAD Guess   :       1.08u       0.04s 0.56204600w      1 call
JK: D       :       0.03u       0.00s   0.014129w     48 calls
JK: USO2AO  :       0.00u       0.00s   0.002376w     48 calls
JK: JK      :      42.56u       0.96s      25.39w     48 calls
JK: J       :       1.41u       0.09s   0.763324w     49 calls
JK: J1      :       0.70u       0.02s   0.383070w     84 calls
JK: J2      :       0.69u       0.07s   0.374284w     84 calls
JK: K       :      39.34u       0.30s      23.42w     49 calls
JK: K1      :      27.02u       0.00s      13.52w     84 calls
JK: K2      :      12.32u       0.30s   9.906496w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000096w     48 calls
DIISManager::add_entry:       0.16u       0.03s   0.179496w     47 calls
DIISManager::extrapolate:       0.56u       0.10s   0.717971w     46 calls
DIISManager::extrapolate: bMatrix setup:       0.54u       0.08s   0.688854w     46 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002153w     46 calls
DIISManager::extrapolate: form new data:       0.02u       0.02s   0.026376w     46 calls
HF: Form G  :     156.70u       1.32s     137.37w     13 calls
RKS: Form V :     114.12u       0.36s     111.97w     13 calls
V: D        :       0.05u       0.00s   0.013279w     13 calls
V: USO2AO   :       0.00u       0.00s   0.001191w     13 calls
V: V        :     114.06u       0.36s     111.95w     13 calls
Properties  :      67.06u       0.22s      65.73w   3757 calls
Points      :      44.68u       0.13s      44.33w   3757 calls
Functional  :      22.70u       0.01s      22.43w   3757 calls
V_XC        :      24.27u       0.10s      23.74w   3757 calls
LSDA        :      19.94u       0.08s      19.37w   7514 calls
GGA         :       3.96u       0.00s   4.007172w   3757 calls
V: AO2USO   :       0.00u       0.00s   0.000033w     13 calls
HF: Form F  :       0.00u       0.00s   0.002703w     13 calls
HF: DIIS    :       1.02u       0.14s   1.047332w     13 calls
HF: Form C  :       0.97u       0.04s   0.553373w     13 calls
HF: Form D  :       0.03u       0.00s   0.011184w     13 calls

***********************************************************
