
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 22:04:05 2018
Timers Off: Mon Apr 23 22:06:37 2018

Wall Time:      152.00 seconds

V: Grid     :       2.03u       0.05s 2.07493400w      1 call
JK: (A|mn)  :      17.50u       0.00s   8.759341w      6 calls
JK: (A|Q)^-1/2:       5.42u       0.08s   5.031962w      6 calls
JK: (Q|mn)  :       4.06u       0.00s   4.061584w      6 calls
HF: Form H  :       0.00u       0.00s 0.00738000w      1 call
HF: Form S/X:       0.07u       0.01s 0.04079500w      1 call
HF: Guess   :       0.83u       0.07s 0.44689200w      1 call
SAD Guess   :       0.82u       0.07s 0.44335000w      1 call
JK: D       :       0.01u       0.00s   0.011968w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.002168w     47 calls
JK: JK      :      35.69u       1.07s      21.50w     47 calls
JK: J       :       1.19u       0.12s   0.662710w     48 calls
JK: J1      :       0.63u       0.04s   0.357806w     83 calls
JK: J2      :       0.56u       0.07s   0.300083w     83 calls
JK: K       :      33.00u       0.42s      19.83w     48 calls
JK: K1      :      22.16u       0.00s      11.10w     83 calls
JK: K2      :      10.84u       0.42s   8.729446w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000082w     47 calls
DIISManager::add_entry:       0.16u       0.03s   0.585786w     46 calls
DIISManager::extrapolate:       0.46u       0.11s   0.602333w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.41u       0.08s   0.576673w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001857w     45 calls
DIISManager::extrapolate: form new data:       0.04u       0.03s   0.023333w     45 calls
HF: Form G  :     141.75u       1.52s     125.70w     12 calls
RKS: Form V :     106.06u       0.45s     104.19w     12 calls
V: D        :       0.03u       0.01s   0.011618w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001152w     12 calls
V: V        :     106.02u       0.44s     104.17w     12 calls
Properties  :      64.56u       0.24s      63.37w   3480 calls
Points      :      43.39u       0.16s      42.66w   3480 calls
Functional  :      18.63u       0.06s      18.32w   3480 calls
V_XC        :      22.79u       0.13s      22.45w   3480 calls
LSDA        :      18.48u       0.08s      18.23w   6960 calls
GGA         :       4.02u       0.01s   3.892563w   3480 calls
V: AO2USO   :       0.00u       0.00s   0.000030w     12 calls
HF: Form F  :       0.00u       0.00s   0.002565w     12 calls
HF: DIIS    :       0.87u       0.17s   1.315367w     12 calls
HF: Form C  :       0.81u       0.04s   0.474851w     12 calls
HF: Form D  :       0.03u       0.00s   0.010533w     12 calls

***********************************************************
