
Host: iw-h43-28.pace.gatech.edu

Timers On : Mon Apr 23 22:12:43 2018
Timers Off: Mon Apr 23 22:14:50 2018

Wall Time:      127.00 seconds

V: Grid     :       2.03u       0.03s 2.05544600w      1 call
JK: (A|mn)  :      17.29u       0.00s   8.644296w      6 calls
JK: (A|Q)^-1/2:       5.34u       0.08s   4.974521w      6 calls
JK: (Q|mn)  :       3.82u       0.00s   3.818248w      6 calls
HF: Form H  :       0.00u       0.00s 0.00938700w      1 call
HF: Form S/X:       0.08u       0.01s 0.04145600w      1 call
HF: Guess   :       0.82u       0.07s 0.44380900w      1 call
SAD Guess   :       0.81u       0.07s 0.44059700w      1 call
JK: D       :       0.02u       0.00s   0.010727w     46 calls
JK: USO2AO  :       0.00u       0.01s   0.001899w     46 calls
JK: JK      :      31.43u       0.98s      18.90w     46 calls
JK: J       :       1.07u       0.13s   0.591364w     47 calls
JK: J1      :       0.57u       0.08s   0.308544w     82 calls
JK: J2      :       0.49u       0.05s   0.278484w     82 calls
JK: K       :      29.08u       0.36s      17.42w     47 calls
JK: K1      :      19.47u       0.00s   9.741908w     82 calls
JK: K2      :       9.60u       0.36s   7.678585w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000074w     46 calls
DIISManager::add_entry:       0.15u       0.01s   0.133505w     45 calls
DIISManager::extrapolate:       0.77u       0.15s   2.648971w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.75u       0.14s   2.630102w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.02u       0.00s   0.001659w     44 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.016759w     44 calls
HF: Form G  :     115.69u       1.38s     101.48w     11 calls
RKS: Form V :      84.26u       0.39s      82.57w     11 calls
V: D        :       0.00u       0.01s   0.009896w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000876w     11 calls
V: V        :      84.26u       0.38s      82.56w     11 calls
Properties  :      50.06u       0.22s      48.93w   3245 calls
Points      :      33.89u       0.15s      32.98w   3245 calls
Functional  :      16.48u       0.05s      16.43w   3245 calls
V_XC        :      17.70u       0.10s      17.17w   3245 calls
LSDA        :      14.50u       0.07s      13.93w   6490 calls
GGA         :       2.91u       0.03s   2.985990w   3245 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     11 calls
HF: Form F  :       0.00u       0.01s   0.002104w     11 calls
HF: DIIS    :       1.11u       0.17s   2.893514w     11 calls
HF: Form C  :       0.65u       0.05s   0.395931w     11 calls
HF: Form D  :       0.00u       0.00s   0.008316w     11 calls

***********************************************************
