
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 21:47:32 2018
Timers Off: Mon Apr 23 21:50:35 2018

Wall Time:      183.00 seconds

V: Grid     :       1.15u       0.02s 1.16438700w      1 call
JK: (A|mn)  :       6.69u       0.00s   3.343648w      6 calls
JK: (A|Q)^-1/2:       1.67u       0.08s   1.294845w      6 calls
JK: (Q|mn)  :       1.98u       0.00s   1.982393w      6 calls
HF: Form H  :       0.00u       0.00s 0.00398800w      1 call
HF: Form S/X:       0.02u       0.00s 0.01095500w      1 call
HF: Guess   :       0.90u       0.06s 0.47585400w      1 call
SAD Guess   :       0.89u       0.06s 0.47270800w      1 call
JK: D       :       0.00u       0.00s   0.008680w     59 calls
JK: USO2AO  :       0.01u       0.00s   0.003494w     59 calls
JK: JK      :      35.01u       1.82s      19.37w     59 calls
JK: J       :       1.90u       0.11s   1.030792w     60 calls
JK: J1      :       0.90u       0.07s   0.486490w     94 calls
JK: J2      :       0.97u       0.04s   0.537369w     94 calls
JK: K       :      31.94u       0.70s      17.25w     60 calls
JK: K1      :      20.81u       0.00s      10.38w     94 calls
JK: K2      :      11.13u       0.70s   6.869892w     94 calls
JK: AO2USO  :       0.00u       0.00s   0.000083w     59 calls
DIISManager::add_entry:       0.69u       0.13s   7.220503w     58 calls
DIISManager::extrapolate:       0.79u       0.16s   4.716737w     57 calls
DIISManager::extrapolate: bMatrix setup:       0.73u       0.14s   4.683431w     57 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.02u       0.00s   0.002469w     57 calls
DIISManager::extrapolate: form new data:       0.04u       0.02s   0.030385w     57 calls
HF: Form G  :     176.37u       2.53s     156.43w     25 calls
RKS: Form V :     141.34u       0.71s     137.04w     25 calls
V: D        :       0.02u       0.00s   0.008428w     25 calls
V: USO2AO   :       0.00u       0.00s   0.001756w     25 calls
V: V        :     141.31u       0.71s     137.03w     25 calls
Properties  :      94.65u       0.40s      91.44w   7350 calls
Points      :      70.72u       0.29s      68.29w   7350 calls
Functional  :      24.81u       0.13s      24.01w   7350 calls
V_XC        :      21.77u       0.16s      21.51w   7350 calls
LSDA        :      16.83u       0.13s      16.56w  14700 calls
GGA         :       4.43u       0.00s   4.400021w   7350 calls
V: AO2USO   :       0.00u       0.00s   0.000045w     25 calls
HF: Form F  :       0.01u       0.00s   0.003831w     25 calls
HF: DIIS    :       1.61u       0.29s      12.02w     25 calls
HF: Form C  :       0.44u       0.04s   0.281741w     25 calls
HF: Form D  :       0.00u       0.00s   0.009441w     25 calls

***********************************************************
