
Host: iw-c39-33-l.pace.gatech.edu

Timers On : Mon Apr 23 18:56:36 2018
Timers Off: Mon Apr 23 18:57:46 2018

Wall Time:       70.00 seconds

V: Grid     :       1.12u       0.02s 1.14676400w      1 call
JK: (A|mn)  :       6.63u       0.01s   3.310583w      6 calls
JK: (A|Q)^-1/2:       1.64u       0.05s   1.289189w      6 calls
JK: (Q|mn)  :       1.73u       0.00s   1.734556w      6 calls
HF: Form H  :       0.00u       0.00s 0.00247400w      1 call
HF: Form S/X:       0.01u       0.00s 0.01015300w      1 call
HF: Guess   :       0.91u       0.04s 0.47194900w      1 call
SAD Guess   :       0.90u       0.04s 0.46878500w      1 call
JK: D       :       0.01u       0.00s   0.003974w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001649w     45 calls
JK: JK      :      12.66u       0.75s   7.162549w     45 calls
JK: J       :       0.72u       0.05s   0.391825w     46 calls
JK: J1      :       0.35u       0.01s   0.184579w     80 calls
JK: J2      :       0.36u       0.04s   0.204287w     80 calls
JK: K       :      11.41u       0.24s   6.285413w     46 calls
JK: K1      :       6.34u       0.00s   3.173329w     80 calls
JK: K2      :       5.07u       0.23s   3.111349w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000047w     45 calls
DIISManager::add_entry:       0.16u       0.04s   0.689302w     44 calls
DIISManager::extrapolate:       0.58u       0.10s   1.157459w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.58u       0.10s   1.147228w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001127w     43 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.008850w     43 calls
HF: Form G  :      61.95u       1.03s      54.62w     11 calls
RKS: Form V :      49.28u       0.29s      47.45w     11 calls
V: D        :       0.00u       0.00s   0.003810w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000768w     11 calls
V: V        :      49.26u       0.29s      47.44w     11 calls
Properties  :      31.76u       0.22s      30.69w   3212 calls
Points      :      24.56u       0.16s      23.79w   3212 calls
Functional  :      10.83u       0.03s      10.44w   3212 calls
V_XC        :       6.65u       0.04s   6.279457w   3212 calls
LSDA        :       5.19u       0.03s   4.903803w   6424 calls
GGA         :       1.26u       0.01s   1.219364w   3212 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     11 calls
HF: Form F  :       0.00u       0.00s   0.001642w     11 calls
HF: DIIS    :       0.84u       0.14s   1.883061w     11 calls
HF: Form C  :       0.18u       0.00s   0.119012w     11 calls
HF: Form D  :       0.00u       0.00s   0.004068w     11 calls

***********************************************************

Host: iw-c39-30-r.pace.gatech.edu

Timers On : Mon Apr 23 19:12:05 2018
Timers Off: Mon Apr 23 19:13:13 2018

Wall Time:       68.00 seconds

V: Grid     :       1.13u       0.03s 1.15701900w      1 call
JK: (A|mn)  :       6.62u       0.00s   3.314502w      6 calls
JK: (A|Q)^-1/2:       1.69u       0.04s   1.303535w      6 calls
JK: (Q|mn)  :       1.76u       0.00s   1.757830w      6 calls
HF: Form H  :       0.00u       0.00s 0.00212700w      1 call
HF: Form S/X:       0.02u       0.00s 0.01021700w      1 call
HF: Guess   :       0.88u       0.06s 0.47402200w      1 call
SAD Guess   :       0.88u       0.06s 0.47089200w      1 call
JK: D       :       0.02u       0.00s   0.004014w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001634w     45 calls
JK: JK      :      13.09u       0.83s   7.392034w     45 calls
JK: J       :       0.75u       0.05s   0.401809w     46 calls
JK: J1      :       0.34u       0.02s   0.189580w     80 calls
JK: J2      :       0.40u       0.03s   0.209140w     80 calls
JK: K       :      11.83u       0.29s   6.503284w     46 calls
JK: K1      :       6.77u       0.00s   3.384593w     80 calls
JK: K2      :       5.06u       0.29s   3.117914w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000048w     45 calls
DIISManager::add_entry:       0.03u       0.01s   0.015674w     44 calls
DIISManager::extrapolate:       0.49u       0.07s   0.584711w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.40u       0.05s   0.484779w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001156w     43 calls
DIISManager::extrapolate: form new data:       0.09u       0.02s   0.098524w     43 calls
HF: Form G  :      64.85u       1.25s      57.39w     11 calls
RKS: Form V :      51.75u       0.42s      49.99w     11 calls
V: D        :       0.03u       0.00s   0.003879w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000753w     11 calls
V: V        :      51.72u       0.42s      49.99w     11 calls
Properties  :      33.41u       0.36s      32.47w   3212 calls
Points      :      25.65u       0.24s      24.70w   3212 calls
Functional  :      10.99u       0.05s      10.52w   3212 calls
V_XC        :       7.29u       0.00s   6.965555w   3212 calls
LSDA        :       5.52u       0.00s   5.291147w   6424 calls
GGA         :       1.61u       0.00s   1.481024w   3212 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     11 calls
HF: Form F  :       0.00u       0.01s   0.001687w     11 calls
