
Host: rich133-c34-16-r.pace.gatech.edu

Timers On : Mon Apr 23 22:11:26 2018
Timers Off: Mon Apr 23 22:12:22 2018

Wall Time:       56.00 seconds

V: Grid     :       0.90u       0.02s 0.91854000w      1 call
JK: (A|mn)  :       5.99u       0.00s   2.992955w      6 calls
JK: (A|Q)^-1/2:       1.40u       0.04s   1.103059w      6 calls
JK: (Q|mn)  :       1.65u       0.01s   1.645786w      6 calls
HF: Form H  :       0.00u       0.00s 0.00225000w      1 call
HF: Form S/X:       0.02u       0.00s 0.00985100w      1 call
HF: Guess   :       0.47u       0.00s 0.24058500w      1 call
SAD Guess   :       0.47u       0.00s 0.23768500w      1 call
JK: D       :       0.00u       0.00s   0.003727w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001607w     45 calls
JK: JK      :      12.28u       0.63s   6.811349w     45 calls
JK: J       :       0.70u       0.06s   0.373251w     46 calls
JK: J1      :       0.32u       0.05s   0.177778w     80 calls
JK: J2      :       0.37u       0.01s   0.192920w     80 calls
JK: K       :      11.09u       0.13s   5.977331w     46 calls
JK: K1      :       6.08u       0.01s   3.048707w     80 calls
JK: K2      :       5.01u       0.12s   2.927953w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000040w     45 calls
DIISManager::add_entry:       0.08u       0.01s   0.068625w     44 calls
DIISManager::extrapolate:       0.47u       0.01s   0.837785w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.47u       0.01s   0.828254w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001039w     43 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.008253w     43 calls
HF: Form G  :      53.62u       0.93s      46.30w     11 calls
RKS: Form V :      41.34u       0.30s      39.48w     11 calls
V: D        :       0.02u       0.00s   0.003623w     11 calls
V: USO2AO   :       0.01u       0.00s   0.000728w     11 calls
V: V        :      41.31u       0.30s      39.47w     11 calls
Properties  :      26.24u       0.23s      25.12w   3267 calls
Points      :      19.66u       0.17s      18.83w   3267 calls
Functional  :       8.68u       0.05s   8.487465w   3267 calls
V_XC        :       6.35u       0.01s   5.843137w   3267 calls
LSDA        :       4.96u       0.01s   4.575060w   6534 calls
GGA         :       1.30u       0.00s   1.145622w   3267 calls
V: AO2USO   :       0.00u       0.00s   0.000019w     11 calls
HF: Form F  :       0.00u       0.00s   0.001463w     11 calls
HF: DIIS    :       0.62u       0.02s   0.940243w     11 calls
HF: Form C  :       0.19u       0.02s   0.107775w     11 calls
HF: Form D  :       0.01u       0.00s   0.003479w     11 calls

***********************************************************
