
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:46:36 2018
Timers Off: Mon Apr 23 21:49:22 2018

Wall Time:      166.00 seconds

V: Grid     :       2.05u       0.03s 2.07639800w      1 call
JK: (A|mn)  :      16.20u       0.00s   8.102255w      6 calls
JK: (A|Q)^-1/2:       5.28u       0.06s   4.899558w      6 calls
JK: (Q|mn)  :       4.32u       0.00s   4.319796w      6 calls
HF: Form H  :       0.01u       0.00s 0.00613400w      1 call
HF: Form S/X:       0.08u       0.00s 0.04298200w      1 call
HF: Guess   :       0.84u       0.07s 0.45646100w      1 call
SAD Guess   :       0.83u       0.07s 0.45284600w      1 call
JK: D       :       0.04u       0.00s   0.012703w     47 calls
JK: USO2AO  :       0.00u       0.01s   0.002323w     47 calls
JK: JK      :      38.98u       1.06s      23.21w     47 calls
JK: J       :       1.47u       0.13s   0.800229w     48 calls
JK: J1      :       0.78u       0.06s   0.425298w     83 calls
JK: J2      :       0.67u       0.07s   0.369530w     83 calls
JK: K       :      36.01u       0.37s      21.36w     48 calls
JK: K1      :      24.99u       0.00s      12.51w     83 calls
JK: K2      :      11.02u       0.37s   8.851049w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000082w     47 calls
DIISManager::add_entry:       0.48u       0.06s   3.771713w     46 calls
DIISManager::extrapolate:       0.68u       0.13s   8.737907w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.67u       0.12s   8.712022w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002008w     45 calls
DIISManager::extrapolate: form new data:       0.01u       0.01s   0.023393w     45 calls
HF: Form G  :     146.70u       1.49s     129.04w     12 calls
RKS: Form V :     107.69u       0.42s     105.81w     12 calls
V: D        :       0.00u       0.00s   0.011590w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001075w     12 calls
V: V        :     107.67u       0.42s     105.80w     12 calls
Properties  :      65.03u       0.31s      63.74w   3516 calls
Points      :      43.02u       0.20s      42.20w   3516 calls
Functional  :      18.85u       0.06s      18.50w   3516 calls
V_XC        :      23.74u       0.05s      23.52w   3516 calls
LSDA        :      19.38u       0.04s      19.37w   7032 calls
GGA         :       3.99u       0.00s   3.777837w   3516 calls
V: AO2USO   :       0.00u       0.00s   0.000028w     12 calls
HF: Form F  :       0.00u       0.00s   0.002679w     12 calls
HF: DIIS    :       1.41u       0.21s      12.64w     12 calls
HF: Form C  :       0.63u       0.04s   0.437793w     12 calls
HF: Form D  :       0.03u       0.00s   0.009572w     12 calls

***********************************************************
