
Host: iw-k30-12.pace.gatech.edu

Timers On : Mon Apr 23 21:28:58 2018
Timers Off: Mon Apr 23 21:32:27 2018

Wall Time:      209.00 seconds

V: Grid     :       2.28u       0.05s 2.32134500w      1 call
JK: (A|mn)  :      20.42u       0.00s      10.44w      6 calls
JK: (A|Q)^-1/2:       6.75u       0.07s   6.328342w      6 calls
JK: (Q|mn)  :       5.17u       0.00s   5.167648w      6 calls
HF: Form H  :       0.00u       0.00s 0.00579400w      1 call
HF: Form S/X:       0.07u       0.01s 0.03581200w      1 call
HF: Guess   :       1.01u       0.04s 0.52667400w      1 call
SAD Guess   :       1.00u       0.04s 0.52239600w      1 call
JK: D       :       0.01u       0.00s   0.011344w     48 calls
JK: USO2AO  :       0.00u       0.00s   0.004037w     48 calls
JK: JK      :      46.82u       1.15s      29.11w     48 calls
JK: J       :       2.46u       0.07s   1.855683w     49 calls
JK: J1      :       1.39u       0.05s   0.946797w     84 calls
JK: J2      :       1.04u       0.01s   0.897510w     84 calls
JK: K       :      41.30u       0.23s      25.25w     49 calls
JK: K1      :      27.27u       0.00s      13.65w     84 calls
JK: K2      :      14.03u       0.23s      11.59w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000100w     48 calls
DIISManager::add_entry:       0.03u       0.01s   0.020106w     47 calls
DIISManager::extrapolate:       0.78u       0.14s   2.526214w     46 calls
DIISManager::extrapolate: bMatrix setup:       0.75u       0.14s   2.493074w     46 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002053w     46 calls
DIISManager::extrapolate: form new data:       0.02u       0.00s   0.030466w     46 calls
HF: Form G  :     194.80u       1.48s     174.94w     13 calls
RKS: Form V :     147.98u       0.33s     145.81w     13 calls
V: D        :       0.03u       0.00s   0.012745w     13 calls
V: USO2AO   :       0.00u       0.00s   0.002140w     13 calls
V: V        :     147.92u       0.33s     145.79w     13 calls
Properties  :      92.50u       0.21s      90.64w   3848 calls
Points      :      62.10u       0.16s      60.51w   3848 calls
Functional  :      22.18u       0.04s      22.00w   3848 calls
V_XC        :      33.20u       0.07s      33.09w   3848 calls
LSDA        :      24.23u       0.05s      24.47w   7696 calls
GGA         :       8.17u       0.01s   7.951692w   3848 calls
V: AO2USO   :       0.00u       0.00s   0.000036w     13 calls
HF: Form F  :       0.01u       0.01s   0.004153w     13 calls
HF: DIIS    :       1.06u       0.15s   2.682539w     13 calls
HF: Form C  :       0.87u       0.05s   0.536748w     13 calls
HF: Form D  :       0.03u       0.00s   0.012812w     13 calls

***********************************************************
