
Host: rich133-c34-31-l.pace.gatech.edu

Timers On : Mon Apr 23 21:48:21 2018
Timers Off: Mon Apr 23 21:50:36 2018

Wall Time:      135.00 seconds

V: Grid     :       0.82u       0.04s 0.85604600w      1 call
JK: (A|mn)  :       5.95u       0.00s   2.978213w      6 calls
JK: (A|Q)^-1/2:       1.42u       0.05s   1.137771w      6 calls
JK: (Q|mn)  :       1.99u       0.00s   1.994671w      6 calls
HF: Form H  :       0.00u       0.00s 0.01018000w      1 call
HF: Form S/X:       0.02u       0.00s 0.00997200w      1 call
HF: Guess   :       0.43u       0.03s 0.22786300w      1 call
SAD Guess   :       0.42u       0.03s 0.22505200w      1 call
JK: D       :       0.01u       0.00s   0.005847w     52 calls
JK: USO2AO  :       0.01u       0.00s   0.002706w     52 calls
JK: JK      :      28.65u       1.98s      16.00w     52 calls
JK: J       :       2.47u       0.18s   1.333950w     53 calls
JK: J1      :       1.24u       0.10s   0.664201w     87 calls
JK: J2      :       1.22u       0.07s   0.664397w     87 calls
JK: K       :      24.80u       0.40s      13.24w     53 calls
JK: K1      :      16.94u       0.00s   8.472732w     87 calls
JK: K2      :       7.85u       0.40s   4.767780w     87 calls
JK: AO2USO  :       0.00u       0.00s   0.000054w     52 calls
DIISManager::add_entry:       0.70u       0.09s   4.988055w     51 calls
DIISManager::extrapolate:       0.90u       0.11s      23.85w     50 calls
DIISManager::extrapolate: bMatrix setup:       0.88u       0.10s      23.83w     50 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001770w     50 calls
DIISManager::extrapolate: form new data:       0.02u       0.01s   0.021069w     50 calls
HF: Form G  :     111.73u       2.44s      96.03w     18 calls
RKS: Form V :      83.05u       0.46s      80.02w     18 calls
V: D        :       0.01u       0.00s   0.006127w     18 calls
V: USO2AO   :       0.00u       0.00s   0.001400w     18 calls
V: V        :      83.04u       0.45s      80.01w     18 calls
Properties  :      55.25u       0.27s      52.87w   5274 calls
Points      :      38.64u       0.17s      37.07w   5274 calls
Functional  :      13.84u       0.10s      13.29w   5274 calls
V_XC        :      13.81u       0.06s      13.79w   5274 calls
LSDA        :      10.52u       0.00s      10.50w  10548 calls
GGA         :       2.97u       0.02s   2.979555w   5274 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     18 calls
HF: Form F  :       0.00u       0.00s   0.002739w     18 calls
HF: DIIS    :       1.71u       0.22s      28.90w     18 calls
HF: Form C  :       0.24u       0.02s   0.173602w     18 calls
HF: Form D  :       0.00u       0.00s   0.005935w     18 calls

***********************************************************
