
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:41:45 2018
Timers Off: Mon Apr 23 21:45:06 2018

Wall Time:      201.00 seconds

V: Grid     :       2.07u       0.04s 2.10142600w      1 call
JK: (A|mn)  :      15.95u       0.00s   7.988701w      6 calls
JK: (A|Q)^-1/2:       6.40u       0.06s   6.004547w      6 calls
JK: (Q|mn)  :       6.21u       0.00s   6.209203w      6 calls
HF: Form H  :       0.00u       0.00s 0.00662900w      1 call
HF: Form S/X:       0.08u       0.01s 0.04166800w      1 call
HF: Guess   :       0.86u       0.03s 0.44702500w      1 call
SAD Guess   :       0.86u       0.03s 0.44350000w      1 call
JK: D       :       0.04u       0.00s   0.015290w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.003047w     47 calls
JK: JK      :      40.47u       1.16s      26.40w     47 calls
JK: J       :       1.76u       0.12s   0.985651w     48 calls
JK: J1      :       0.95u       0.07s   0.515313w     82 calls
JK: J2      :       0.80u       0.05s   0.462667w     82 calls
JK: K       :      36.93u       0.35s      24.18w     48 calls
JK: K1      :      20.82u       0.02s      10.41w     82 calls
JK: K2      :      16.11u       0.33s      13.76w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000080w     47 calls
DIISManager::add_entry:       0.02u       0.00s   0.022239w     46 calls
DIISManager::extrapolate:       0.41u       0.10s   0.903961w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.35u       0.07s   0.877962w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.02u       0.00s   0.002453w     45 calls
DIISManager::extrapolate: form new data:       0.04u       0.03s   0.023034w     45 calls
HF: Form G  :     190.24u       1.57s     174.07w     13 calls
RKS: Form V :     149.73u       0.41s     147.66w     13 calls
V: D        :       0.01u       0.00s   0.014711w     13 calls
V: USO2AO   :       0.00u       0.00s   0.001818w     13 calls
V: V        :     149.72u       0.40s     147.64w     13 calls
Properties  :      92.08u       0.26s      90.53w   3835 calls
Points      :      59.83u       0.20s      58.86w   3835 calls
Functional  :      22.08u       0.01s      21.82w   3835 calls
V_XC        :      35.43u       0.10s      35.23w   3835 calls
LSDA        :      29.29u       0.04s      29.03w   7670 calls
GGA         :       5.64u       0.03s   5.655565w   3835 calls
V: AO2USO   :       0.00u       0.00s   0.000032w     13 calls
HF: Form F  :       0.00u       0.00s   0.003459w     13 calls
HF: DIIS    :       0.77u       0.12s   1.094467w     13 calls
HF: Form C  :       1.04u       0.06s   0.580155w     13 calls
HF: Form D  :       0.03u       0.01s   0.014794w     13 calls

***********************************************************
