
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 22:11:24 2018
Timers Off: Mon Apr 23 22:12:40 2018

Wall Time:       76.00 seconds

V: Grid     :       1.15u       0.02s 1.16729200w      1 call
JK: (A|mn)  :       6.83u       0.00s   3.414618w      6 calls
JK: (A|Q)^-1/2:       1.71u       0.08s   1.350736w      6 calls
JK: (Q|mn)  :       1.76u       0.00s   1.755237w      6 calls
HF: Form H  :       0.00u       0.00s 0.00222900w      1 call
HF: Form S/X:       0.02u       0.00s 0.01059500w      1 call
HF: Guess   :       0.88u       0.06s 0.47353500w      1 call
SAD Guess   :       0.88u       0.06s 0.47041300w      1 call
JK: D       :       0.00u       0.00s   0.004371w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001801w     46 calls
JK: JK      :      15.75u       0.79s   8.734823w     46 calls
JK: J       :       0.85u       0.03s   0.439627w     47 calls
JK: J1      :       0.40u       0.01s   0.208355w     81 calls
JK: J2      :       0.45u       0.02s   0.227927w     81 calls
JK: K       :      14.30u       0.26s   7.756994w     47 calls
JK: K1      :       8.77u       0.00s   4.384569w     81 calls
JK: K2      :       5.53u       0.26s   3.371614w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000051w     46 calls
DIISManager::add_entry:       0.19u       0.03s   0.408701w     45 calls
DIISManager::extrapolate:       0.06u       0.03s   0.080253w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.06u       0.02s   0.068279w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001241w     44 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.010477w     44 calls
HF: Form G  :      74.41u       1.10s      65.32w     12 calls
RKS: Form V :      58.65u       0.31s      56.58w     12 calls
V: D        :       0.00u       0.00s   0.004060w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000819w     12 calls
V: V        :      58.65u       0.31s      56.57w     12 calls
Properties  :      37.49u       0.18s      36.76w   3528 calls
Points      :      27.85u       0.15s      27.48w   3528 calls
Functional  :      12.14u       0.09s      11.51w   3528 calls
V_XC        :       8.94u       0.03s   8.271763w   3528 calls
LSDA        :       6.67u       0.01s   6.165163w   7056 calls
GGA         :       2.11u       0.01s   1.882524w   3528 calls
V: AO2USO   :       0.00u       0.00s   0.000022w     12 calls
HF: Form F  :       0.00u       0.00s   0.001715w     12 calls
HF: DIIS    :       0.30u       0.06s   0.528063w     12 calls
HF: Form C  :       0.25u       0.02s   0.132231w     12 calls
HF: Form D  :       0.01u       0.00s   0.004459w     12 calls

***********************************************************
