
Host: iw-p31-30-l.pace.gatech.edu

Timers On : Mon Apr 23 21:42:12 2018
Timers Off: Mon Apr 23 21:44:05 2018

Wall Time:      113.00 seconds

V: Grid     :       1.15u       0.02s 1.16539900w      1 call
JK: (A|mn)  :       7.13u       0.00s   3.554997w      6 calls
JK: (A|Q)^-1/2:       2.20u       0.06s   1.856216w      6 calls
JK: (Q|mn)  :       3.19u       0.00s   3.186537w      6 calls
HF: Form H  :       0.00u       0.00s 0.00270300w      1 call
HF: Form S/X:       0.03u       0.00s 0.01447800w      1 call
HF: Guess   :       0.83u       0.04s 0.43417800w      1 call
SAD Guess   :       0.83u       0.04s 0.43108200w      1 call
JK: D       :       0.02u       0.00s   0.007610w     50 calls
JK: USO2AO  :       0.00u       0.00s   0.001751w     50 calls
JK: JK      :      28.27u       1.07s      16.58w     50 calls
JK: J       :       1.18u       0.09s   0.637588w     51 calls
JK: J1      :       0.57u       0.05s   0.303768w     85 calls
JK: J2      :       0.61u       0.04s   0.329919w     85 calls
JK: K       :      25.94u       0.36s      15.07w     51 calls
JK: K1      :      15.85u       0.02s   7.911918w     85 calls
JK: K2      :      10.09u       0.34s   7.157493w     85 calls
JK: AO2USO  :       0.00u       0.00s   0.000046w     50 calls
DIISManager::add_entry:       0.22u       0.03s   0.281168w     49 calls
DIISManager::extrapolate:       0.56u       0.10s   1.465518w     48 calls
DIISManager::extrapolate: bMatrix setup:       0.54u       0.08s   1.447687w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002067w     48 calls
DIISManager::extrapolate: form new data:       0.02u       0.02s   0.015433w     48 calls
HF: Form G  :     113.22u       1.60s      98.82w     16 calls
RKS: Form V :      84.94u       0.54s      82.24w     16 calls
V: D        :       0.01u       0.00s   0.007384w     16 calls
V: USO2AO   :       0.00u       0.00s   0.000892w     16 calls
V: V        :      84.92u       0.54s      82.22w     16 calls
Properties  :      54.05u       0.37s      52.00w   4688 calls
Points      :      37.31u       0.29s      35.85w   4688 calls
Functional  :      15.44u       0.09s      14.78w   4688 calls
V_XC        :      15.36u       0.07s      15.41w   4688 calls
LSDA        :      12.75u       0.04s      12.64w   9376 calls
GGA         :       2.37u       0.01s   2.511985w   4688 calls
V: AO2USO   :       0.00u       0.00s   0.000024w     16 calls
HF: Form F  :       0.00u       0.00s   0.002330w     16 calls
HF: DIIS    :       0.93u       0.14s   1.824696w     16 calls
HF: Form C  :       0.39u       0.01s   0.236674w     16 calls
HF: Form D  :       0.02u       0.00s   0.008096w     16 calls

***********************************************************
