
Host: rich133-c34-16-r.pace.gatech.edu

Timers On : Mon Apr 23 21:35:33 2018
Timers Off: Mon Apr 23 21:36:40 2018

Wall Time:       67.00 seconds

V: Grid     :       0.73u       0.03s 0.75662000w      1 call
JK: (A|mn)  :       5.47u       0.00s   2.737521w      6 calls
JK: (A|Q)^-1/2:       1.27u       0.04s   0.977348w      6 calls
JK: (Q|mn)  :       1.45u       0.00s   1.446170w      6 calls
HF: Form H  :       0.00u       0.00s 0.04744600w      1 call
HF: Form S/X:       0.02u       0.00s 0.00879100w      1 call
HF: Guess   :       0.41u       0.02s 0.21615300w      1 call
SAD Guess   :       0.41u       0.02s 0.21357000w      1 call
JK: D       :       0.00u       0.00s   0.004456w     48 calls
JK: USO2AO  :       0.00u       0.01s   0.002000w     48 calls
JK: JK      :      16.22u       0.92s   8.884481w     48 calls
JK: J       :       0.91u       0.04s   0.487486w     49 calls
JK: J1      :       0.42u       0.03s   0.231934w     83 calls
JK: J2      :       0.49u       0.01s   0.252382w     83 calls
JK: K       :      14.69u       0.33s   7.810192w     49 calls
JK: K1      :       8.83u       0.00s   4.416449w     83 calls
JK: K2      :       5.86u       0.33s   3.392962w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000044w     48 calls
DIISManager::add_entry:       0.22u       0.02s   0.746341w     47 calls
DIISManager::extrapolate:       0.61u       0.09s   1.389281w     46 calls
DIISManager::extrapolate: bMatrix setup:       0.43u       0.07s   0.608638w     46 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001215w     46 calls
DIISManager::extrapolate: form new data:       0.18u       0.02s   0.779196w     46 calls
HF: Form G  :      66.81u       1.30s      57.07w     14 calls
RKS: Form V :      50.60u       0.37s      48.18w     14 calls
V: D        :       0.02u       0.00s   0.004175w     14 calls
V: USO2AO   :       0.00u       0.00s   0.000936w     14 calls
V: V        :      50.57u       0.37s      48.17w     14 calls
Properties  :      32.66u       0.24s      31.01w   4158 calls
Points      :      24.12u       0.21s      22.82w   4158 calls
Functional  :      10.22u       0.04s   9.587015w   4158 calls
V_XC        :       7.64u       0.09s   7.543680w   4158 calls
LSDA        :       5.61u       0.05s   5.597906w   8316 calls
GGA         :       1.90u       0.02s   1.771793w   4158 calls
V: AO2USO   :       0.00u       0.00s   0.000020w     14 calls
HF: Form F  :       0.01u       0.00s   0.002093w     14 calls
HF: DIIS    :       0.87u       0.11s   2.176587w     14 calls
HF: Form C  :       0.19u       0.01s   0.130235w     14 calls
HF: Form D  :       0.00u       0.00s   0.004383w     14 calls

***********************************************************
