
Host: rich133-c32-20-r.pace.gatech.edu

Timers On : Mon Apr 23 21:48:20 2018
Timers Off: Mon Apr 23 21:50:00 2018

Wall Time:      100.00 seconds

V: Grid     :       0.80u       0.03s 0.83178700w      1 call
JK: (A|mn)  :       5.51u       0.00s   2.754321w      6 calls
JK: (A|Q)^-1/2:       1.32u       0.06s   1.050712w      6 calls
JK: (Q|mn)  :       1.75u       0.00s   1.745244w      6 calls
HF: Form H  :       0.00u       0.00s 1.76673500w      1 call
HF: Form S/X:       0.02u       0.00s 0.00976700w      1 call
HF: Guess   :       0.40u       0.03s 0.21965300w      1 call
SAD Guess   :       0.40u       0.03s 0.21697800w      1 call
JK: D       :       0.00u       0.00s   0.004783w     49 calls
JK: USO2AO  :       0.02u       0.00s   0.002064w     49 calls
JK: JK      :      17.23u       0.98s   9.466118w     49 calls
JK: J       :       1.12u       0.07s   0.596484w     50 calls
JK: J1      :       0.51u       0.05s   0.285319w     84 calls
JK: J2      :       0.59u       0.02s   0.307497w     84 calls
JK: K       :      15.49u       0.34s   8.264650w     50 calls
JK: K1      :       9.16u       0.00s   4.580767w     84 calls
JK: K2      :       6.33u       0.34s   3.683037w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     49 calls
DIISManager::add_entry:       0.57u       0.06s   9.903522w     48 calls
DIISManager::extrapolate:       0.85u       0.15s   7.764699w     47 calls
DIISManager::extrapolate: bMatrix setup:       0.84u       0.13s   7.749435w     47 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001341w     47 calls
DIISManager::extrapolate: form new data:       0.01u       0.02s   0.013643w     47 calls
HF: Form G  :      81.08u       1.34s      70.72w     15 calls
RKS: Form V :      63.83u       0.36s      61.25w     15 calls
V: D        :       0.01u       0.00s   0.004535w     15 calls
V: USO2AO   :       0.01u       0.00s   0.001000w     15 calls
V: V        :      63.80u       0.36s      61.24w     15 calls
Properties  :      42.34u       0.21s      40.41w   4290 calls
Points      :      30.91u       0.14s      29.40w   4290 calls
Functional  :      10.98u       0.03s      10.60w   4290 calls
V_XC        :      10.43u       0.11s      10.20w   4290 calls
LSDA        :       8.07u       0.05s   7.978346w   8580 calls
GGA         :       2.12u       0.02s   1.986524w   4290 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     15 calls
HF: Form F  :       0.01u       0.00s   0.002069w     15 calls
HF: DIIS    :       1.50u       0.22s      17.71w     15 calls
HF: Form C  :       0.18u       0.02s   0.141125w     15 calls
HF: Form D  :       0.01u       0.00s   0.005000w     15 calls

***********************************************************
