
Host: iw-c39-34-l.pace.gatech.edu

Timers On : Mon Apr 23 21:59:58 2018
Timers Off: Mon Apr 23 22:01:16 2018

Wall Time:       78.00 seconds

V: Grid     :       1.14u       0.02s 1.15800100w      1 call
JK: (A|mn)  :       6.77u       0.00s   3.385261w      6 calls
JK: (A|Q)^-1/2:       1.68u       0.07s   1.302912w      6 calls
JK: (Q|mn)  :       1.79u       0.00s   1.772910w      6 calls
HF: Form H  :       0.00u       0.01s 0.00229500w      1 call
HF: Form S/X:       0.02u       0.00s 0.01146000w      1 call
HF: Guess   :       0.90u       0.04s 0.47363300w      1 call
SAD Guess   :       0.90u       0.04s 0.47036500w      1 call
JK: D       :       0.01u       0.00s   0.004248w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001719w     46 calls
JK: JK      :      14.73u       0.82s   8.251254w     46 calls
JK: J       :       0.77u       0.06s   0.425824w     47 calls
JK: J1      :       0.36u       0.04s   0.202087w     81 calls
JK: J2      :       0.41u       0.02s   0.220490w     81 calls
JK: K       :      13.42u       0.29s   7.315765w     47 calls
JK: K1      :       7.92u       0.01s   3.950498w     81 calls
JK: K2      :       5.50u       0.28s   3.364502w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     46 calls
DIISManager::add_entry:       0.20u       0.03s   0.405425w     45 calls
DIISManager::extrapolate:       0.78u       0.13s   1.761242w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.77u       0.13s   1.750362w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001248w     44 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.009371w     44 calls
HF: Form G  :      73.35u       1.16s      64.80w     12 calls
RKS: Form V :      58.62u       0.34s      56.54w     12 calls
V: D        :       0.01u       0.00s   0.004014w     12 calls
V: USO2AO   :       0.01u       0.00s   0.000836w     12 calls
V: V        :      58.60u       0.34s      56.54w     12 calls
Properties  :      38.10u       0.22s      36.63w   3468 calls
Points      :      28.66u       0.15s      27.36w   3468 calls
Functional  :      12.14u       0.07s      11.49w   3468 calls
V_XC        :       8.33u       0.04s   8.381916w   3468 calls
LSDA        :       6.34u       0.03s   6.262602w   6936 calls
GGA         :       1.82u       0.01s   1.895547w   3468 calls
V: AO2USO   :       0.00u       0.00s   0.000018w     12 calls
HF: Form F  :       0.01u       0.00s   0.002064w     12 calls
HF: DIIS    :       1.04u       0.16s   2.205422w     12 calls
HF: Form C  :       0.19u       0.01s   0.131118w     12 calls
HF: Form D  :       0.01u       0.00s   0.004343w     12 calls

***********************************************************
