
Host: iw-p33-31-l.pace.gatech.edu

Timers On : Mon Apr 23 21:44:10 2018
Timers Off: Mon Apr 23 21:45:29 2018

Wall Time:       79.00 seconds

V: Grid     :       1.14u       0.02s 1.16001500w      1 call
JK: (A|mn)  :       6.62u       0.00s   3.306158w      6 calls
JK: (A|Q)^-1/2:       1.67u       0.09s   1.300188w      6 calls
JK: (Q|mn)  :       1.83u       0.00s   1.830684w      6 calls
HF: Form H  :       0.01u       0.00s 0.00279100w      1 call
HF: Form S/X:       0.01u       0.01s 0.01058900w      1 call
HF: Guess   :       0.90u       0.05s 0.47360300w      1 call
SAD Guess   :       0.89u       0.05s 0.47042400w      1 call
JK: D       :       0.00u       0.00s   0.004398w     46 calls
JK: USO2AO  :       0.01u       0.00s   0.001767w     46 calls
JK: JK      :      16.70u       0.89s   9.278378w     46 calls
JK: J       :       0.86u       0.09s   0.469047w     47 calls
JK: J1      :       0.43u       0.03s   0.225687w     81 calls
JK: J2      :       0.41u       0.06s   0.239880w     81 calls
JK: K       :      15.29u       0.30s   8.276771w     47 calls
JK: K1      :       9.79u       0.00s   4.889711w     81 calls
JK: K2      :       5.50u       0.30s   3.386242w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000055w     46 calls
DIISManager::add_entry:       0.18u       0.04s   0.327971w     45 calls
DIISManager::extrapolate:       0.62u       0.09s   1.440472w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.60u       0.09s   1.159042w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001228w     44 calls
DIISManager::extrapolate: form new data:       0.02u       0.00s   0.279904w     44 calls
HF: Form G  :      76.48u       1.22s      66.99w     12 calls
RKS: Form V :      59.78u       0.33s      57.71w     12 calls
V: D        :       0.01u       0.00s   0.004081w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000801w     12 calls
V: V        :      59.77u       0.33s      57.70w     12 calls
Properties  :      39.00u       0.23s      37.54w   3480 calls
Points      :      29.01u       0.19s      27.99w   3480 calls
Functional  :      11.89u       0.03s      11.51w   3480 calls
V_XC        :       8.85u       0.06s   8.621998w   3480 calls
LSDA        :       6.70u       0.04s   6.524802w   6960 calls
GGA         :       1.93u       0.01s   1.868858w   3480 calls
V: AO2USO   :       0.00u       0.00s   0.000025w     12 calls
HF: Form F  :       0.01u       0.00s   0.001769w     12 calls
HF: DIIS    :       0.86u       0.13s   1.808390w     12 calls
HF: Form C  :       0.22u       0.01s   0.132523w     12 calls
HF: Form D  :       0.00u       0.00s   0.004673w     12 calls

***********************************************************
