
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:39:03 2018
Timers Off: Mon Apr 23 21:41:38 2018

Wall Time:      155.00 seconds

V: Grid     :       2.06u       0.03s 2.08968400w      1 call
JK: (A|mn)  :      17.12u       0.00s   8.562098w      6 calls
JK: (A|Q)^-1/2:       5.24u       0.07s   4.859390w      6 calls
JK: (Q|mn)  :       4.01u       0.00s   4.012704w      6 calls
HF: Form H  :       0.01u       0.00s 0.00336900w      1 call
HF: Form S/X:       0.07u       0.00s 0.03872400w      1 call
HF: Guess   :       0.86u       0.06s 0.45422100w      1 call
SAD Guess   :       0.84u       0.06s 0.45055300w      1 call
JK: D       :       0.02u       0.01s   0.011978w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.002252w     47 calls
JK: JK      :      37.10u       1.09s      22.22w     47 calls
JK: J       :       1.32u       0.18s   0.746515w     48 calls
JK: J1      :       0.72u       0.09s   0.396001w     83 calls
JK: J2      :       0.60u       0.08s   0.345207w     83 calls
JK: K       :      34.31u       0.33s      20.43w     48 calls
JK: K1      :      23.37u       0.00s      11.67w     83 calls
JK: K2      :      10.94u       0.33s   8.752646w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000087w     47 calls
DIISManager::add_entry:       0.20u       0.02s   0.380226w     46 calls
DIISManager::extrapolate:       0.58u       0.09s   1.593474w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.55u       0.09s   1.568552w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001838w     45 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.022609w     45 calls
HF: Form G  :     144.47u       1.50s     127.72w     12 calls
RKS: Form V :     107.37u       0.41s     105.49w     12 calls
V: D        :       0.03u       0.00s   0.011856w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001071w     12 calls
V: V        :     107.33u       0.41s     105.47w     12 calls
Properties  :      66.27u       0.29s      64.37w   3516 calls
Points      :      44.37u       0.18s      43.38w   3516 calls
Functional  :      18.72u       0.04s      18.78w   3516 calls
V_XC        :      22.32u       0.06s      22.28w   3516 calls
LSDA        :      18.16u       0.03s      18.01w   7032 calls
GGA         :       3.84u       0.02s   3.924990w   3516 calls
V: AO2USO   :       0.00u       0.00s   0.000030w     12 calls
HF: Form F  :       0.00u       0.00s   0.002400w     12 calls
HF: DIIS    :       1.00u       0.14s   2.102549w     12 calls
HF: Form C  :       0.76u       0.04s   0.453795w     12 calls
HF: Form D  :       0.01u       0.00s   0.010165w     12 calls

***********************************************************
