
Host: rich133-c34-29-l.pace.gatech.edu

Timers On : Mon Apr 23 22:07:53 2018
Timers Off: Mon Apr 23 22:09:42 2018

Wall Time:      109.00 seconds

V: Grid     :       0.84u       0.03s 0.87481400w      1 call
JK: (A|mn)  :       6.34u       0.00s   3.170277w      6 calls
JK: (A|Q)^-1/2:       1.52u       0.07s   1.256081w      6 calls
JK: (Q|mn)  :       2.02u       0.00s   2.026030w      6 calls
HF: Form H  :       0.01u       0.00s 0.22592900w      1 call
HF: Form S/X:       0.01u       0.01s 0.01045100w      1 call
HF: Guess   :       0.44u       0.02s 0.22812300w      1 call
SAD Guess   :       0.43u       0.02s 0.22535500w      1 call
JK: D       :       0.02u       0.00s   0.005410w     50 calls
JK: USO2AO  :       0.02u       0.00s   0.004732w     50 calls
JK: JK      :      30.46u       2.08s      16.91w     50 calls
JK: J       :       2.14u       0.15s   1.199094w     51 calls
JK: J1      :       1.09u       0.06s   0.597895w     85 calls
JK: J2      :       1.03u       0.09s   0.594912w     85 calls
JK: K       :      26.78u       0.43s      14.19w     51 calls
JK: K1      :      19.69u       0.01s   9.847968w     85 calls
JK: K2      :       7.09u       0.42s   4.338756w     85 calls
JK: AO2USO  :       0.00u       0.00s   0.000054w     50 calls
DIISManager::add_entry:       0.19u       0.01s   0.403559w     49 calls
DIISManager::extrapolate:       0.28u       0.06s   0.866498w     48 calls
DIISManager::extrapolate: bMatrix setup:       0.24u       0.05s   0.846305w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001460w     48 calls
DIISManager::extrapolate: form new data:       0.04u       0.01s   0.018448w     48 calls
HF: Form G  :     114.09u       2.51s      97.78w     16 calls
RKS: Form V :      83.58u       0.43s      80.86w     16 calls
V: D        :       0.01u       0.00s   0.005094w     16 calls
V: USO2AO   :       0.00u       0.00s   0.001209w     16 calls
V: V        :      83.56u       0.43s      80.85w     16 calls
Properties  :      55.76u       0.23s      53.93w   4704 calls
Points      :      38.27u       0.19s      37.11w   4704 calls
Functional  :      12.14u       0.05s      11.85w   4704 calls
V_XC        :      15.57u       0.13s      15.01w   4704 calls
LSDA        :      10.28u       0.07s      10.14w   9408 calls
GGA         :       4.94u       0.02s   4.538966w   4704 calls
V: AO2USO   :       0.00u       0.00s   0.000024w     16 calls
HF: Form F  :       0.00u       0.00s   0.002533w     16 calls
HF: DIIS    :       0.56u       0.07s   1.320939w     16 calls
HF: Form C  :       0.28u       0.02s   0.158549w     16 calls
HF: Form D  :       0.01u       0.00s   0.006003w     16 calls

***********************************************************
