
Host: iw-k30-11.pace.gatech.edu

Timers On : Mon Apr 23 21:28:58 2018
Timers Off: Mon Apr 23 21:35:28 2018

Wall Time:      390.00 seconds

V: Grid     :       2.33u       0.08s 2.41472200w      1 call
JK: (A|mn)  :      20.86u       0.00s      10.44w      6 calls
JK: (A|Q)^-1/2:       8.99u       0.06s   8.512549w      6 calls
JK: (Q|mn)  :       5.94u       0.00s   5.943443w      6 calls
HF: Form H  :       0.00u       0.00s 0.00747600w      1 call
HF: Form S/X:       0.10u       0.01s 0.05292200w      1 call
HF: Guess   :       1.13u       0.04s 0.58359800w      1 call
SAD Guess   :       1.12u       0.04s 0.57803700w      1 call
JK: D       :       0.08u       0.00s   0.023892w     50 calls
JK: USO2AO  :       0.02u       0.00s   0.010525w     50 calls
JK: JK      :     136.25u       2.96s      83.04w     50 calls
JK: J       :       4.49u       0.00s   4.510857w     51 calls
JK: J1      :       2.49u       0.00s   2.508588w     86 calls
JK: J2      :       1.98u       0.00s   1.974161w     86 calls
JK: K       :     124.23u       0.49s      71.56w     51 calls
JK: K1      :     100.22u       0.00s      50.14w     86 calls
JK: K2      :      23.99u       0.49s      21.41w     86 calls
JK: AO2USO  :       0.00u       0.00s   0.000141w     50 calls
DIISManager::add_entry:       0.09u       0.02s   0.055418w     49 calls
DIISManager::extrapolate:       0.97u       0.18s   3.743887w     48 calls
DIISManager::extrapolate: bMatrix setup:       0.90u       0.15s   2.884025w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.004398w     48 calls
DIISManager::extrapolate: form new data:       0.07u       0.03s   0.854502w     48 calls
HF: Form G  :     406.57u       3.49s     351.01w     15 calls
RKS: Form V :     270.21u       0.53s     267.92w     15 calls
V: D        :       0.05u       0.00s   0.022411w     15 calls
V: USO2AO   :       0.01u       0.00s   0.005258w     15 calls
V: V        :     270.14u       0.53s     267.88w     15 calls
Properties  :     172.40u       0.36s     170.47w   4440 calls
Points      :     106.84u       0.26s     105.95w   4440 calls
Functional  :      25.85u       0.04s      25.86w   4440 calls
V_XC        :      71.57u       0.09s      71.35w   4440 calls
LSDA        :      50.91u       0.04s      50.55w   8880 calls
GGA         :      19.27u       0.02s      19.34w   4440 calls
V: AO2USO   :       0.00u       0.00s   0.000084w     15 calls
HF: Form F  :       0.01u       0.00s   0.012910w     15 calls
HF: DIIS    :       1.56u       0.20s   4.069424w     15 calls
HF: Form C  :       1.30u       0.04s   0.782377w     15 calls
HF: Form D  :       0.05u       0.00s   0.021667w     15 calls

***********************************************************
