
Host: rich133-c32-31-l.pace.gatech.edu

Timers On : Mon Apr 23 21:49:14 2018
Timers Off: Mon Apr 23 21:51:06 2018

Wall Time:      112.00 seconds

V: Grid     :       0.81u       0.03s 0.83648700w      1 call
JK: (A|mn)  :       5.40u       0.00s   2.702489w      6 calls
JK: (A|Q)^-1/2:       1.35u       0.04s   1.071414w      6 calls
JK: (Q|mn)  :       1.72u       0.00s   1.712402w      6 calls
HF: Form H  :       0.00u       0.00s 4.23645600w      1 call
HF: Form S/X:       0.02u       0.00s 0.00996000w      1 call
HF: Guess   :       0.41u       0.03s 0.21926100w      1 call
SAD Guess   :       0.41u       0.03s 0.21657800w      1 call
JK: D       :       0.01u       0.00s   0.005763w     52 calls
JK: USO2AO  :       0.04u       0.00s   0.002463w     52 calls
JK: JK      :      22.56u       1.25s      12.36w     52 calls
JK: J       :       1.43u       0.11s   0.757818w     53 calls
JK: J1      :       0.67u       0.05s   0.361190w     87 calls
JK: J2      :       0.76u       0.06s   0.392196w     87 calls
JK: K       :      20.41u       0.45s      10.87w     53 calls
JK: K1      :      12.87u       0.00s   6.417937w     87 calls
JK: K2      :       7.54u       0.45s   4.455335w     87 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     52 calls
DIISManager::add_entry:       0.47u       0.04s   1.088976w     51 calls
DIISManager::extrapolate:       1.06u       0.13s      12.16w     50 calls
DIISManager::extrapolate: bMatrix setup:       1.04u       0.13s      10.17w     50 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001431w     50 calls
DIISManager::extrapolate: form new data:       0.02u       0.00s   1.987193w     50 calls
HF: Form G  :      99.27u       1.72s      85.99w     18 calls
RKS: Form V :      76.67u       0.47s      73.62w     18 calls
V: D        :       0.03u       0.00s   0.005511w     18 calls
V: USO2AO   :       0.00u       0.00s   0.001180w     18 calls
V: V        :      76.63u       0.47s      73.61w     18 calls
Properties  :      50.45u       0.26s      48.33w   5292 calls
Points      :      36.37u       0.18s      34.82w   5292 calls
Functional  :      13.11u       0.10s      12.94w   5292 calls
V_XC        :      13.03u       0.11s      12.30w   5292 calls
LSDA        :       9.95u       0.07s   9.237894w  10584 calls
GGA         :       2.75u       0.01s   2.766248w   5292 calls
V: AO2USO   :       0.00u       0.00s   0.000028w     18 calls
HF: Form F  :       0.01u       0.00s   0.002440w     18 calls
HF: DIIS    :       1.62u       0.18s      13.30w     18 calls
HF: Form C  :       0.25u       0.02s   0.168290w     18 calls
HF: Form D  :       0.01u       0.00s   0.006060w     18 calls

***********************************************************
