
Host: iw-p33-31-r.pace.gatech.edu

Timers On : Mon Apr 23 22:09:33 2018
Timers Off: Mon Apr 23 22:10:55 2018

Wall Time:       82.00 seconds

V: Grid     :       1.19u       0.02s 1.21223500w      1 call
JK: (A|mn)  :       6.71u       0.00s   3.358094w      6 calls
JK: (A|Q)^-1/2:       1.75u       0.06s   1.366790w      6 calls
JK: (Q|mn)  :       1.76u       0.00s   1.761497w      6 calls
HF: Form H  :       0.01u       0.00s 0.58219600w      1 call
HF: Form S/X:       0.02u       0.01s 0.01186000w      1 call
HF: Guess   :       0.90u       0.03s 0.47096700w      1 call
SAD Guess   :       0.90u       0.03s 0.46772500w      1 call
JK: D       :       0.00u       0.00s   0.004670w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001912w     47 calls
JK: JK      :      16.79u       0.87s   9.351070w     47 calls
JK: J       :       0.86u       0.04s   0.463544w     48 calls
JK: J1      :       0.42u       0.04s   0.219963w     82 calls
JK: J2      :       0.44u       0.00s   0.240150w     82 calls
JK: K       :      15.32u       0.25s   8.311685w     48 calls
JK: K1      :       9.31u       0.00s   4.640069w     82 calls
JK: K2      :       6.01u       0.25s   3.670799w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000053w     47 calls
DIISManager::add_entry:       0.35u       0.08s   0.931869w     46 calls
DIISManager::extrapolate:       0.72u       0.09s   1.765639w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.69u       0.08s   1.750472w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001250w     45 calls
DIISManager::extrapolate: form new data:       0.02u       0.01s   0.013618w     45 calls
HF: Form G  :      78.88u       1.21s      69.20w     13 calls
RKS: Form V :      62.10u       0.34s      59.84w     13 calls
V: D        :       0.02u       0.00s   0.004560w     13 calls
V: USO2AO   :       0.00u       0.00s   0.000896w     13 calls
V: V        :      62.07u       0.34s      59.84w     13 calls
Properties  :      39.84u       0.21s      38.71w   3913 calls
Points      :      30.44u       0.12s      29.22w   3913 calls
Functional  :      13.16u       0.04s      12.41w   3913 calls
V_XC        :       9.03u       0.07s   8.689355w   3913 calls
LSDA        :       6.85u       0.05s   6.573369w   7826 calls
GGA         :       1.90u       0.01s   1.887137w   3913 calls
V: AO2USO   :       0.00u       0.00s   0.000025w     13 calls
HF: Form F  :       0.02u       0.01s   0.001854w     13 calls
HF: DIIS    :       1.12u       0.18s   2.740875w     13 calls
HF: Form C  :       0.23u       0.01s   0.142969w     13 calls
HF: Form D  :       0.00u       0.00s   0.004915w     13 calls

***********************************************************
