
Host: rich133-c34-13-r.pace.gatech.edu

Timers On : Mon Apr 23 21:41:43 2018
Timers Off: Mon Apr 23 21:43:14 2018

Wall Time:       91.00 seconds

V: Grid     :       0.81u       0.03s 0.84728500w      1 call
JK: (A|mn)  :       5.64u       0.00s   2.818948w      6 calls
JK: (A|Q)^-1/2:       1.26u       0.06s   0.998709w      6 calls
JK: (Q|mn)  :       1.61u       0.00s   1.612093w      6 calls
HF: Form H  :       0.01u       0.00s 0.00380200w      1 call
HF: Form S/X:       0.01u       0.00s 0.00962200w      1 call
HF: Guess   :       0.42u       0.02s 0.22111700w      1 call
SAD Guess   :       0.41u       0.02s 0.21849800w      1 call
JK: D       :       0.01u       0.01s   0.006015w     55 calls
JK: USO2AO  :       0.00u       0.00s   0.002843w     55 calls
JK: JK      :      21.21u       1.33s      11.51w     55 calls
JK: J       :       1.29u       0.09s   0.696228w     56 calls
JK: J1      :       0.63u       0.03s   0.331592w     90 calls
JK: J2      :       0.66u       0.06s   0.360049w     90 calls
JK: K       :      19.06u       0.44s   9.978313w     56 calls
JK: K1      :      10.77u       0.00s   5.378551w     90 calls
JK: K2      :       8.29u       0.44s   4.598696w     90 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     55 calls
DIISManager::add_entry:       0.27u       0.04s   0.310544w     54 calls
DIISManager::extrapolate:       0.86u       0.13s   2.995757w     53 calls
DIISManager::extrapolate: bMatrix setup:       0.84u       0.10s   2.976432w     53 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001580w     53 calls
DIISManager::extrapolate: form new data:       0.02u       0.03s   0.017462w     53 calls
HF: Form G  :      92.18u       1.74s      78.76w     21 calls
RKS: Form V :      70.94u       0.40s      67.24w     21 calls
V: D        :       0.00u       0.00s   0.005769w     21 calls
V: USO2AO   :       0.00u       0.00s   0.001377w     21 calls
V: V        :      70.94u       0.40s      67.23w     21 calls
Properties  :      46.64u       0.28s      43.68w   6195 calls
Points      :      34.37u       0.21s      32.71w   6195 calls
Functional  :      13.13u       0.03s      13.16w   6195 calls
V_XC        :      11.09u       0.08s      10.34w   6195 calls
LSDA        :       8.85u       0.06s   8.145793w  12390 calls
GGA         :       2.01u       0.01s   1.983768w   6195 calls
V: AO2USO   :       0.00u       0.00s   0.000036w     21 calls
HF: Form F  :       0.00u       0.00s   0.002901w     21 calls
HF: DIIS    :       1.22u       0.19s   3.361862w     21 calls
HF: Form C  :       0.29u       0.04s   0.171700w     21 calls
HF: Form D  :       0.00u       0.00s   0.005106w     21 calls

***********************************************************
