
Host: rich133-b14-19-l.pace.gatech.edu

Timers On : Mon Apr 23 22:14:00 2018
Timers Off: Mon Apr 23 22:15:45 2018

Wall Time:      105.00 seconds

V: Grid     :       1.16u       0.08s 1.23900700w      1 call
JK: (A|mn)  :       7.10u       0.00s   3.551283w      6 calls
JK: (A|Q)^-1/2:       2.20u       0.25s   1.952146w      6 calls
JK: (Q|mn)  :       2.77u       0.00s   2.771542w      6 calls
HF: Form H  :       0.01u       0.00s 0.00695000w      1 call
HF: Form S/X:       0.02u       0.00s 0.01408800w      1 call
HF: Guess   :       1.04u       0.07s 0.55424400w      1 call
SAD Guess   :       1.03u       0.07s 0.55139100w      1 call
JK: D       :       0.00u       0.01s   0.006893w     51 calls
JK: USO2AO  :       0.00u       0.00s   0.001437w     51 calls
JK: JK      :      31.66u       4.08s      20.06w     51 calls
JK: J       :       0.63u       0.02s   0.503967w     52 calls
JK: J1      :       0.28u       0.01s   0.238570w     87 calls
JK: J2      :       0.34u       0.01s   0.261733w     87 calls
JK: K       :      27.99u       0.34s      15.80w     52 calls
JK: K1      :      18.59u       0.02s   9.302009w     87 calls
JK: K2      :       9.40u       0.32s   6.493629w     87 calls
JK: AO2USO  :       0.00u       0.00s   0.000048w     51 calls
DIISManager::add_entry:       0.21u       0.02s   0.403427w     50 calls
DIISManager::extrapolate:       0.81u       0.13s   2.475552w     49 calls
DIISManager::extrapolate: bMatrix setup:       0.77u       0.12s   2.457584w     49 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001683w     49 calls
DIISManager::extrapolate: form new data:       0.03u       0.01s   0.015999w     49 calls
HF: Form G  :     102.95u       4.45s      88.53w     16 calls
RKS: Form V :      71.29u       0.36s      68.46w     16 calls
V: D        :       0.02u       0.00s   0.006732w     16 calls
V: USO2AO   :       0.00u       0.00s   0.000713w     16 calls
V: V        :      71.27u       0.36s      68.45w     16 calls
Properties  :      42.82u       0.23s      41.53w   4752 calls
Points      :      29.97u       0.16s      29.03w   4752 calls
Functional  :      15.36u       0.04s      14.64w   4752 calls
V_XC        :      13.03u       0.07s      12.25w   4752 calls
LSDA        :      10.69u       0.07s   9.933058w   9504 calls
GGA         :       2.14u       0.00s   2.114946w   4752 calls
V: AO2USO   :       0.00u       0.00s   0.000019w     16 calls
HF: Form F  :       0.00u       0.00s   0.002026w     16 calls
HF: DIIS    :       1.14u       0.15s   2.949867w     16 calls
HF: Form C  :       0.36u       0.00s   0.220237w     16 calls
HF: Form D  :       0.00u       0.00s   0.007349w     16 calls

***********************************************************
