
Host: iw-k30-11.pace.gatech.edu

Timers On : Mon Apr 23 21:49:21 2018
Timers Off: Mon Apr 23 21:55:56 2018

Wall Time:      395.00 seconds

V: Grid     :       2.53u       0.17s 2.70971700w      1 call
JK: (A|mn)  :      38.82u       0.00s      19.44w      6 calls
JK: (A|Q)^-1/2:      15.60u       0.24s      15.03w      6 calls
JK: (Q|mn)  :      15.68u       0.00s      15.68w      6 calls
HF: Form H  :       0.00u       0.00s 0.01019400w      1 call
HF: Form S/X:       0.11u       0.01s 0.06146800w      1 call
HF: Guess   :       1.61u       0.08s 0.87046800w      1 call
SAD Guess   :       1.59u       0.08s 0.86025000w      1 call
JK: D       :       0.03u       0.00s   0.031256w     46 calls
JK: USO2AO  :       0.03u       0.00s   0.018998w     46 calls
JK: JK      :     109.73u       2.40s      67.61w     46 calls
JK: J       :       4.49u       0.00s   4.512330w     47 calls
JK: J1      :       2.08u       0.00s   2.088761w     82 calls
JK: J2      :       2.38u       0.00s   2.398037w     82 calls
JK: K       :     100.52u       0.37s      58.55w     47 calls
JK: K1      :      80.16u       0.01s      40.11w     82 calls
JK: K2      :      20.35u       0.36s      18.43w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000196w     46 calls
DIISManager::add_entry:       0.07u       0.03s   0.031958w     45 calls
DIISManager::extrapolate:       1.08u       0.11s   7.083263w     44 calls
DIISManager::extrapolate: bMatrix setup:       1.05u       0.09s   7.039991w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.008386w     44 calls
DIISManager::extrapolate: form new data:       0.03u       0.02s   0.033762w     44 calls
HF: Form G  :     370.97u       2.87s     327.26w     11 calls
RKS: Form V :     261.19u       0.47s     259.61w     11 calls
V: D        :       0.03u       0.00s   0.019257w     11 calls
V: USO2AO   :       0.00u       0.01s   0.004052w     11 calls
V: V        :     261.12u       0.46s     259.57w     11 calls
Properties  :     166.93u       0.25s     165.61w   3168 calls
Points      :     105.23u       0.16s     104.26w   3168 calls
Functional  :      19.35u       0.11s      19.20w   3168 calls
V_XC        :      74.55u       0.10s      74.59w   3168 calls
LSDA        :      54.89u       0.07s      54.88w   6336 calls
GGA         :      18.20u       0.01s      18.27w   3168 calls
V: AO2USO   :       0.00u       0.00s   0.000093w     11 calls
HF: Form F  :       0.03u       0.00s   0.008034w     11 calls
HF: DIIS    :       1.49u       0.15s   7.309058w     11 calls
HF: Form C  :       0.89u       0.03s   0.580967w     11 calls
HF: Form D  :       0.02u       0.01s   0.018070w     11 calls

***********************************************************
