
Host: rich133-c34-21-l.pace.gatech.edu

Timers On : Mon Apr 23 21:48:20 2018
Timers Off: Mon Apr 23 21:50:03 2018

Wall Time:      103.00 seconds

V: Grid     :       0.80u       0.02s 0.82059700w      1 call
JK: (A|mn)  :       5.45u       0.00s   2.721676w      6 calls
JK: (A|Q)^-1/2:       1.29u       0.06s   1.038237w      6 calls
JK: (Q|mn)  :       1.65u       0.00s   1.655151w      6 calls
HF: Form H  :       0.00u       0.00s 0.00644300w      1 call
HF: Form S/X:       0.01u       0.00s 0.00939800w      1 call
HF: Guess   :       0.41u       0.03s 0.21822800w      1 call
SAD Guess   :       0.40u       0.03s 0.21559600w      1 call
JK: D       :       0.01u       0.00s   0.004646w     49 calls
JK: USO2AO  :       0.00u       0.00s   0.002099w     49 calls
JK: JK      :      17.75u       1.04s   9.687689w     49 calls
JK: J       :       1.03u       0.05s   0.560314w     50 calls
JK: J1      :       0.48u       0.04s   0.266409w     84 calls
JK: J2      :       0.55u       0.01s   0.290363w     84 calls
JK: K       :      16.09u       0.40s   8.519080w     50 calls
JK: K1      :       9.97u       0.00s   4.973705w     84 calls
JK: K2      :       6.12u       0.40s   3.544570w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000047w     49 calls
DIISManager::add_entry:       0.78u       0.07s   4.765816w     48 calls
DIISManager::extrapolate:       0.67u       0.12s      15.10w     47 calls
DIISManager::extrapolate: bMatrix setup:       0.63u       0.10s      15.09w     47 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001234w     47 calls
DIISManager::extrapolate: form new data:       0.03u       0.02s   0.011973w     47 calls
HF: Form G  :      77.46u       1.44s      66.84w     15 calls
RKS: Form V :      59.71u       0.40s      57.15w     15 calls
V: D        :       0.01u       0.00s   0.004422w     15 calls
V: USO2AO   :       0.00u       0.00s   0.001017w     15 calls
V: V        :      59.69u       0.40s      57.14w     15 calls
Properties  :      39.82u       0.19s      37.46w   4290 calls
Points      :      28.76u       0.14s      27.26w   4290 calls
Functional  :       9.96u       0.12s      10.12w   4290 calls
V_XC        :       9.88u       0.07s   9.517429w   4290 calls
LSDA        :       7.71u       0.05s   7.383811w   8580 calls
GGA         :       1.95u       0.02s   1.925454w   4290 calls
V: AO2USO   :       0.00u       0.00s   0.000024w     15 calls
HF: Form F  :       0.00u       0.00s   0.002104w     15 calls
HF: DIIS    :       1.55u       0.19s      19.91w     15 calls
HF: Form C  :       0.15u       0.00s   0.134954w     15 calls
HF: Form D  :       0.01u       0.00s   0.004747w     15 calls

***********************************************************
