
Host: rich133-c34-20-l.pace.gatech.edu

Timers On : Mon Apr 23 21:51:27 2018
Timers Off: Mon Apr 23 21:53:19 2018

Wall Time:      112.00 seconds

V: Grid     :       0.79u       0.01s 0.80985200w      1 call
JK: (A|mn)  :       5.61u       0.00s   2.801865w      6 calls
JK: (A|Q)^-1/2:       1.26u       0.05s   1.003037w      6 calls
JK: (Q|mn)  :       1.64u       0.00s   1.638908w      6 calls
HF: Form H  :       0.00u       0.00s 0.60198300w      1 call
HF: Form S/X:       0.02u       0.00s 0.00932300w      1 call
HF: Guess   :       0.41u       0.02s 0.21652300w      1 call
SAD Guess   :       0.41u       0.02s 0.21375200w      1 call
JK: D       :       0.01u       0.00s   0.006655w     56 calls
JK: USO2AO  :       0.00u       0.00s   0.002992w     56 calls
JK: JK      :      25.77u       1.44s      14.00w     56 calls
JK: J       :       1.55u       0.08s   0.828859w     57 calls
JK: J1      :       0.74u       0.02s   0.394285w     91 calls
JK: J2      :       0.79u       0.06s   0.429458w     91 calls
JK: K       :      23.30u       0.51s      12.27w     57 calls
JK: K1      :      14.54u       0.00s   7.268175w     91 calls
JK: K2      :       8.75u       0.51s   5.003962w     91 calls
JK: AO2USO  :       0.00u       0.00s   0.000053w     56 calls
DIISManager::add_entry:       0.07u       0.02s   0.087040w     55 calls
DIISManager::extrapolate:       0.78u       0.14s   3.846087w     54 calls
DIISManager::extrapolate: bMatrix setup:       0.73u       0.12s   3.821222w     54 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001739w     54 calls
DIISManager::extrapolate: form new data:       0.04u       0.02s   0.022849w     54 calls
HF: Form G  :     113.91u       2.02s      98.45w     22 calls
RKS: Form V :      88.13u       0.58s      84.44w     22 calls
V: D        :       0.03u       0.00s   0.006333w     22 calls
V: USO2AO   :       0.00u       0.00s   0.001484w     22 calls
V: V        :      88.09u       0.58s      84.43w     22 calls
Properties  :      58.16u       0.36s      55.62w   6336 calls
Points      :      42.22u       0.27s      40.23w   6336 calls
Functional  :      15.43u       0.06s      14.67w   6336 calls
V_XC        :      14.41u       0.13s      14.09w   6336 calls
LSDA        :      11.11u       0.05s      10.82w  12672 calls
GGA         :       3.01u       0.06s   2.949511w   6336 calls
V: AO2USO   :       0.00u       0.00s   0.000030w     22 calls
HF: Form F  :       0.01u       0.01s   0.003240w     22 calls
HF: DIIS    :       0.95u       0.16s   3.994556w     22 calls
HF: Form C  :       0.36u       0.01s   0.194530w     22 calls
HF: Form D  :       0.00u       0.00s   0.006470w     22 calls

***********************************************************
