
Host: iw-p31-30-l.pace.gatech.edu

Timers On : Mon Apr 23 21:44:10 2018
Timers Off: Mon Apr 23 21:45:32 2018

Wall Time:       82.00 seconds

V: Grid     :       1.14u       0.02s 1.16786700w      1 call
JK: (A|mn)  :       7.18u       0.00s   3.585732w      6 calls
JK: (A|Q)^-1/2:       2.18u       0.05s   1.801237w      6 calls
JK: (Q|mn)  :       3.08u       0.00s   3.076318w      6 calls
HF: Form H  :       0.01u       0.00s 0.00437400w      1 call
HF: Form S/X:       0.02u       0.00s 0.01405500w      1 call
HF: Guess   :       0.82u       0.06s 0.43512200w      1 call
SAD Guess   :       0.80u       0.06s 0.43214400w      1 call
JK: D       :       0.02u       0.00s   0.005758w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001310w     47 calls
JK: JK      :      18.91u       0.84s      11.38w     47 calls
JK: J       :       0.82u       0.06s   0.442588w     48 calls
JK: J1      :       0.36u       0.04s   0.209343w     83 calls
JK: J2      :       0.45u       0.02s   0.230324w     83 calls
JK: K       :      17.27u       0.31s      10.28w     48 calls
JK: K1      :       9.72u       0.00s   4.862242w     83 calls
JK: K2      :       7.55u       0.31s   5.416618w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000054w     47 calls
DIISManager::add_entry:       0.18u       0.03s   0.386934w     46 calls
DIISManager::extrapolate:       0.59u       0.11s   1.060605w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.59u       0.11s   0.974826w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001654w     45 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.083837w     45 calls
HF: Form G  :      78.85u       1.23s      69.29w     12 calls
RKS: Form V :      59.91u       0.39s      57.91w     12 calls
V: D        :       0.02u       0.00s   0.005559w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000619w     12 calls
V: V        :      59.89u       0.39s      57.90w     12 calls
Properties  :      37.55u       0.22s      36.41w   3480 calls
Points      :      25.85u       0.20s      25.47w   3480 calls
Functional  :      11.37u       0.09s      11.06w   3480 calls
V_XC        :      10.93u       0.07s      10.41w   3480 calls
LSDA        :       9.00u       0.03s   8.564055w   6960 calls
GGA         :       1.77u       0.02s   1.675564w   3480 calls
V: AO2USO   :       0.00u       0.00s   0.000019w     12 calls
HF: Form F  :       0.01u       0.00s   0.001642w     12 calls
HF: DIIS    :       0.87u       0.16s   1.505002w     12 calls
HF: Form C  :       0.29u       0.00s   0.175857w     12 calls
HF: Form D  :       0.00u       0.00s   0.005606w     12 calls

***********************************************************
