
Host: iw-p33-31-l.pace.gatech.edu

Timers On : Mon Apr 23 21:38:01 2018
Timers Off: Mon Apr 23 21:39:27 2018

Wall Time:       86.00 seconds

V: Grid     :       1.14u       0.02s 1.16178000w      1 call
JK: (A|mn)  :       6.75u       0.00s   3.371116w      6 calls
JK: (A|Q)^-1/2:       1.65u       0.09s   1.302469w      6 calls
JK: (Q|mn)  :       1.85u       0.00s   1.848890w      6 calls
HF: Form H  :       0.00u       0.00s 0.00531800w      1 call
HF: Form S/X:       0.02u       0.00s 0.01157200w      1 call
HF: Guess   :       0.88u       0.07s 0.47446800w      1 call
SAD Guess   :       0.87u       0.07s 0.47114100w      1 call
JK: D       :       0.00u       0.00s   0.004696w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001969w     47 calls
JK: JK      :      17.26u       0.95s   9.776983w     47 calls
JK: J       :       0.94u       0.06s   0.505760w     48 calls
JK: J1      :       0.45u       0.04s   0.239527w     82 calls
JK: J2      :       0.48u       0.02s   0.262510w     82 calls
JK: K       :      15.71u       0.34s   8.691484w     48 calls
JK: K1      :      10.01u       0.01s   5.015097w     82 calls
JK: K2      :       5.70u       0.33s   3.675532w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     47 calls
DIISManager::add_entry:       0.32u       0.04s   0.891764w     46 calls
DIISManager::extrapolate:       0.32u       0.07s   2.046942w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.32u       0.06s   2.033516w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001291w     45 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.011872w     45 calls
HF: Form G  :      83.28u       1.30s      73.84w     13 calls
RKS: Form V :      66.03u       0.35s      64.06w     13 calls
V: D        :       0.01u       0.00s   0.004419w     13 calls
V: USO2AO   :       0.00u       0.00s   0.000896w     13 calls
V: V        :      66.02u       0.35s      64.05w     13 calls
Properties  :      43.50u       0.31s      41.91w   3887 calls
Points      :      32.30u       0.25s      31.28w   3887 calls
Functional  :      12.54u       0.01s      12.46w   3887 calls
V_XC        :       9.96u       0.03s   9.655210w   3887 calls
LSDA        :       7.54u       0.03s   7.308680w   7774 calls
GGA         :       2.04u       0.00s   2.082400w   3887 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     13 calls
HF: Form F  :       0.01u       0.01s   0.001944w     13 calls
HF: DIIS    :       0.73u       0.11s   2.981815w     13 calls
HF: Form C  :       0.24u       0.01s   0.142798w     13 calls
HF: Form D  :       0.00u       0.00s   0.004980w     13 calls

***********************************************************
