
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:59:28 2018
Timers Off: Mon Apr 23 22:01:55 2018

Wall Time:      147.00 seconds

V: Grid     :       2.10u       0.03s 2.13397600w      1 call
JK: (A|mn)  :      17.62u       0.01s   8.803993w      6 calls
JK: (A|Q)^-1/2:       5.33u       0.06s   4.969055w      6 calls
JK: (Q|mn)  :       3.87u       0.00s   3.875315w      6 calls
HF: Form H  :       0.00u       0.01s 0.00336800w      1 call
HF: Form S/X:       0.07u       0.00s 0.03887800w      1 call
HF: Guess   :       0.86u       0.06s 0.46008500w      1 call
SAD Guess   :       0.85u       0.06s 0.45656300w      1 call
JK: D       :       0.03u       0.00s   0.012351w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.002249w     47 calls
JK: JK      :      36.54u       1.06s      21.99w     47 calls
JK: J       :       1.29u       0.12s   0.708439w     48 calls
JK: J1      :       0.70u       0.04s   0.374207w     83 calls
JK: J2      :       0.59u       0.08s   0.329182w     83 calls
JK: K       :      33.75u       0.38s      20.24w     48 calls
JK: K1      :      22.70u       0.01s      11.36w     83 calls
JK: K2      :      11.04u       0.37s   8.875938w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000083w     47 calls
DIISManager::add_entry:       0.04u       0.02s   0.056219w     46 calls
DIISManager::extrapolate:       0.76u       0.12s   2.461910w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.72u       0.11s   2.441822w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001923w     45 calls
DIISManager::extrapolate: form new data:       0.03u       0.01s   0.017678w     45 calls
HF: Form G  :     136.21u       1.60s     119.88w     12 calls
RKS: Form V :      99.64u       0.54s      97.88w     12 calls
V: D        :       0.01u       0.00s   0.011692w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001088w     12 calls
V: V        :      99.62u       0.54s      97.86w     12 calls
Properties  :      59.67u       0.34s      58.35w   3564 calls
Points      :      40.61u       0.25s      39.41w   3564 calls
Functional  :      18.48u       0.11s      18.79w   3564 calls
V_XC        :      21.42u       0.09s      20.68w   3564 calls
LSDA        :      17.45u       0.06s      16.77w   7128 calls
GGA         :       3.66u       0.02s   3.595929w   3564 calls
V: AO2USO   :       0.00u       0.00s   0.000026w     12 calls
HF: Form F  :       0.00u       0.00s   0.002451w     12 calls
HF: DIIS    :       1.02u       0.16s   2.648024w     12 calls
HF: Form C  :       0.73u       0.06s   0.455246w     12 calls
HF: Form D  :       0.02u       0.00s   0.009736w     12 calls

***********************************************************
