
Host: rich133-c34-21-l.pace.gatech.edu

Timers On : Mon Apr 23 22:02:16 2018
Timers Off: Mon Apr 23 22:09:42 2018

Wall Time:      446.00 seconds

V: Grid     :       0.85u       0.02s 0.87048400w      1 call
JK: (A|mn)  :       5.92u       0.00s   2.962447w      6 calls
JK: (A|Q)^-1/2:       1.35u       0.04s   1.042835w      6 calls
JK: (Q|mn)  :       1.64u       0.00s   1.642715w      6 calls
HF: Form H  :       0.00u       0.00s 0.00410400w      1 call
HF: Form S/X:       0.02u       0.00s 0.01006100w      1 call
HF: Guess   :       0.45u       0.02s 0.23622900w      1 call
SAD Guess   :       0.45u       0.02s 0.23346100w      1 call
JK: D       :       0.09u       0.00s   0.030570w    135 calls
JK: USO2AO  :       0.02u       0.00s   0.013573w    135 calls
JK: JK      :     111.78u       6.38s      61.26w    135 calls
JK: J       :       6.58u       0.31s   3.508146w    136 calls
JK: J1      :       3.12u       0.15s   1.672454w    170 calls
JK: J2      :       3.43u       0.15s   1.814768w    170 calls
JK: K       :     101.05u       2.19s      53.70w    136 calls
JK: K1      :      59.54u       0.00s      29.76w    170 calls
JK: K2      :      41.51u       2.19s      23.94w    170 calls
JK: AO2USO  :       0.00u       0.00s   0.000192w    135 calls
DIISManager::add_entry:       0.45u       0.10s   0.775691w    134 calls
DIISManager::extrapolate:       1.54u       0.45s   4.606114w    133 calls
DIISManager::extrapolate: bMatrix setup:       1.27u       0.32s   3.755733w    133 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.02u       0.01s   0.007828w    133 calls
DIISManager::extrapolate: form new data:       0.25u       0.12s   0.841645w    133 calls
HF: Form G  :     497.94u       8.65s     429.79w    101 calls
RKS: Form V :     386.00u       2.27s     368.46w    101 calls
V: D        :       0.05u       0.00s   0.030313w    101 calls
V: USO2AO   :       0.00u       0.00s   0.006917w    101 calls
V: V        :     385.91u       2.27s     368.40w    101 calls
Properties  :     250.60u       1.46s     239.76w  28886 calls
Points      :     186.08u       1.09s     177.59w  28886 calls
Functional  :      75.25u       0.20s      71.51w  28886 calls
V_XC        :      59.71u       0.60s      56.92w  28886 calls
LSDA        :      46.53u       0.37s      44.56w  57772 calls
GGA         :      11.98u       0.11s      11.23w  28886 calls
V: AO2USO   :       0.00u       0.00s   0.000150w    101 calls
HF: Form F  :       0.04u       0.00s   0.015286w    101 calls
HF: DIIS    :       2.53u       0.56s   5.684889w    101 calls
HF: Form C  :       1.67u       0.12s   0.947803w    101 calls
HF: Form D  :       0.09u       0.00s   0.029805w    101 calls

***********************************************************
