
Host: iw-h43-28.pace.gatech.edu

Timers On : Mon Apr 23 22:08:55 2018
Timers Off: Mon Apr 23 22:11:38 2018

Wall Time:      163.00 seconds

V: Grid     :       2.03u       0.04s 2.06434200w      1 call
JK: (A|mn)  :      17.49u       0.00s   8.749303w      6 calls
JK: (A|Q)^-1/2:       5.56u       0.05s   5.183379w      6 calls
JK: (Q|mn)  :       3.98u       0.00s   3.981527w      6 calls
HF: Form H  :       0.00u       0.01s 0.00348800w      1 call
HF: Form S/X:       0.07u       0.00s 0.03869500w      1 call
HF: Guess   :       0.83u       0.07s 0.44674700w      1 call
SAD Guess   :       0.82u       0.07s 0.44327500w      1 call
JK: D       :       0.05u       0.00s   0.013787w     48 calls
JK: USO2AO  :       0.01u       0.00s   0.002771w     48 calls
JK: JK      :      41.38u       1.22s      24.80w     48 calls
JK: J       :       1.61u       0.15s   0.884621w     49 calls
JK: J1      :       0.86u       0.09s   0.457127w     84 calls
JK: J2      :       0.75u       0.06s   0.421377w     84 calls
JK: K       :      37.91u       0.45s      22.64w     49 calls
JK: K1      :      26.03u       0.00s      13.02w     84 calls
JK: K2      :      11.88u       0.45s   9.611475w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000088w     48 calls
DIISManager::add_entry:       0.03u       0.00s   0.021797w     47 calls
DIISManager::extrapolate:       0.61u       0.10s   2.360411w     46 calls
DIISManager::extrapolate: bMatrix setup:       0.51u       0.09s   1.981759w     46 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.002009w     46 calls
DIISManager::extrapolate: form new data:       0.08u       0.01s   0.376152w     46 calls
HF: Form G  :     154.84u       1.57s     136.05w     13 calls
RKS: Form V :     113.40u       0.36s     111.24w     13 calls
V: D        :       0.05u       0.00s   0.012471w     13 calls
V: USO2AO   :       0.00u       0.00s   0.001326w     13 calls
V: V        :     113.33u       0.36s     111.22w     13 calls
Properties  :      68.16u       0.20s      67.07w   3900 calls
Points      :      45.28u       0.13s      44.76w   3900 calls
Functional  :      20.09u       0.02s      19.93w   3900 calls
V_XC        :      24.98u       0.10s      24.18w   3900 calls
LSDA        :      20.02u       0.08s      19.28w   7800 calls
GGA         :       4.64u       0.02s   4.511217w   3900 calls
V: AO2USO   :       0.00u       0.00s   0.000029w     13 calls
HF: Form F  :       0.01u       0.01s   0.003012w     13 calls
HF: DIIS    :       0.88u       0.12s   2.523934w     13 calls
HF: Form C  :       0.86u       0.05s   0.507293w     13 calls
HF: Form D  :       0.00u       0.00s   0.011187w     13 calls

***********************************************************
