
Host: iw-c39-33-l.pace.gatech.edu

Timers On : Mon Apr 23 22:07:21 2018
Timers Off: Mon Apr 23 22:08:38 2018

Wall Time:       77.00 seconds

V: Grid     :       1.15u       0.02s 1.17011100w      1 call
JK: (A|mn)  :       6.81u       0.00s   3.403002w      6 calls
JK: (A|Q)^-1/2:       1.68u       0.06s   1.313879w      6 calls
JK: (Q|mn)  :       1.71u       0.00s   1.710648w      6 calls
HF: Form H  :       0.00u       0.01s 0.48786600w      1 call
HF: Form S/X:       0.03u       0.00s 0.01134900w      1 call
HF: Guess   :       0.88u       0.06s 0.47593500w      1 call
SAD Guess   :       0.88u       0.06s 0.47270300w      1 call
JK: D       :       0.01u       0.00s   0.004324w     46 calls
JK: USO2AO  :       0.01u       0.00s   0.001746w     46 calls
JK: JK      :      14.92u       0.91s   8.391812w     46 calls
JK: J       :       0.75u       0.06s   0.416264w     47 calls
JK: J1      :       0.37u       0.03s   0.198379w     81 calls
JK: J2      :       0.37u       0.03s   0.214662w     81 calls
JK: K       :      13.63u       0.32s   7.441078w     47 calls
JK: K1      :       8.16u       0.00s   4.077789w     81 calls
JK: K2      :       5.46u       0.32s   3.362508w     81 calls
JK: AO2USO  :       0.01u       0.00s   0.000055w     46 calls
DIISManager::add_entry:       0.33u       0.05s   0.535805w     45 calls
DIISManager::extrapolate:       0.92u       0.18s   3.176614w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.81u       0.15s   3.035481w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001216w     44 calls
DIISManager::extrapolate: form new data:       0.11u       0.03s   0.139653w     44 calls
HF: Form G  :      71.16u       1.25s      62.57w     12 calls
RKS: Form V :      56.23u       0.34s      54.17w     12 calls
V: D        :       0.00u       0.00s   0.004027w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000822w     12 calls
V: V        :      56.23u       0.34s      54.17w     12 calls
Properties  :      36.32u       0.23s      34.93w   3588 calls
Points      :      27.79u       0.19s      26.49w   3588 calls
Functional  :      11.35u       0.05s      11.54w   3588 calls
V_XC        :       8.47u       0.06s   7.669160w   3588 calls
LSDA        :       6.52u       0.02s   5.777653w   7176 calls
GGA         :       1.74u       0.03s   1.678906w   3588 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     12 calls
HF: Form F  :       0.02u       0.00s   0.001772w     12 calls
HF: DIIS    :       1.34u       0.23s   3.752370w     12 calls
HF: Form C  :       0.19u       0.00s   0.131058w     12 calls
HF: Form D  :       0.01u       0.00s   0.004508w     12 calls

***********************************************************
