
Host: rich133-c34-13-r.pace.gatech.edu

Timers On : Mon Apr 23 21:56:39 2018
Timers Off: Mon Apr 23 21:57:34 2018

Wall Time:       55.00 seconds

V: Grid     :       0.75u       0.01s 0.76135600w      1 call
JK: (A|mn)  :       5.53u       0.00s   2.760622w      6 calls
JK: (A|Q)^-1/2:       1.19u       0.05s   0.947743w      6 calls
JK: (Q|mn)  :       1.47u       0.00s   1.465300w      6 calls
HF: Form H  :       0.00u       0.00s 0.00350300w      1 call
HF: Form S/X:       0.01u       0.00s 0.00927800w      1 call
HF: Guess   :       0.39u       0.03s 0.20989900w      1 call
SAD Guess   :       0.38u       0.03s 0.20729000w      1 call
JK: D       :       0.00u       0.00s   0.003484w     45 calls
JK: USO2AO  :       0.01u       0.00s   0.001552w     45 calls
JK: JK      :      12.61u       0.76s   6.877234w     45 calls
JK: J       :       0.71u       0.06s   0.390500w     46 calls
JK: J1      :       0.34u       0.03s   0.186747w     80 calls
JK: J2      :       0.37u       0.03s   0.201153w     80 calls
JK: K       :      11.44u       0.25s   6.030219w     46 calls
JK: K1      :       6.83u       0.00s   3.407254w     80 calls
JK: K2      :       4.61u       0.25s   2.622315w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000041w     45 calls
DIISManager::add_entry:       0.07u       0.01s   0.059614w     44 calls
DIISManager::extrapolate:       0.68u       0.08s   0.897848w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.68u       0.08s   0.889365w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.000984w     43 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.007293w     43 calls
HF: Form G  :      53.89u       1.01s      46.19w     11 calls
RKS: Form V :      41.27u       0.25s      39.31w     11 calls
V: D        :       0.01u       0.00s   0.003242w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000746w     11 calls
V: V        :      41.25u       0.25s      39.30w     11 calls
Properties  :      26.99u       0.14s      25.63w   3135 calls
Points      :      19.91u       0.13s      18.70w   3135 calls
Functional  :       7.90u       0.08s   7.352724w   3135 calls
V_XC        :       6.32u       0.03s   6.293035w   3135 calls
LSDA        :       4.68u       0.03s   4.789387w   6270 calls
GGA         :       1.55u       0.00s   1.372286w   3135 calls
V: AO2USO   :       0.00u       0.00s   0.000020w     11 calls
HF: Form F  :       0.00u       0.00s   0.001596w     11 calls
HF: DIIS    :       0.79u       0.09s   0.988706w     11 calls
HF: Form C  :       0.18u       0.00s   0.098093w     11 calls
HF: Form D  :       0.00u       0.00s   0.003493w     11 calls

***********************************************************
