
Host: rich133-c32-20-r.pace.gatech.edu

Timers On : Mon Apr 23 21:51:27 2018
Timers Off: Mon Apr 23 21:53:04 2018

Wall Time:       97.00 seconds

V: Grid     :       0.81u       0.02s 0.83276700w      1 call
JK: (A|mn)  :       5.36u       0.00s   2.675512w      6 calls
JK: (A|Q)^-1/2:       1.34u       0.06s   1.091117w      6 calls
JK: (Q|mn)  :       1.71u       0.00s   1.715141w      6 calls
HF: Form H  :       0.00u       0.00s 0.00330400w      1 call
HF: Form S/X:       0.02u       0.00s 0.00957800w      1 call
HF: Guess   :       0.42u       0.03s 0.22169500w      1 call
SAD Guess   :       0.41u       0.03s 0.21897900w      1 call
JK: D       :       0.00u       0.00s   0.005398w     51 calls
JK: USO2AO  :       0.01u       0.00s   0.002338w     51 calls
JK: JK      :      20.85u       1.08s      11.38w     51 calls
JK: J       :       1.27u       0.05s   0.678504w     52 calls
JK: J1      :       0.60u       0.01s   0.324541w     86 calls
JK: J2      :       0.67u       0.04s   0.349802w     86 calls
JK: K       :      18.87u       0.39s      10.03w     52 calls
JK: K1      :      11.73u       0.02s   5.861185w     86 calls
JK: K2      :       7.14u       0.37s   4.164848w     86 calls
JK: AO2USO  :       0.00u       0.00s   0.000059w     51 calls
DIISManager::add_entry:       0.07u       0.02s   0.081295w     50 calls
DIISManager::extrapolate:       1.09u       0.20s   4.739285w     49 calls
DIISManager::extrapolate: bMatrix setup:       0.90u       0.16s   3.883841w     49 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001461w     49 calls
DIISManager::extrapolate: form new data:       0.19u       0.04s   0.853690w     49 calls
HF: Form G  :      95.38u       1.44s      82.93w     17 calls
RKS: Form V :      74.51u       0.36s      71.54w     17 calls
V: D        :       0.01u       0.00s   0.005128w     17 calls
V: USO2AO   :       0.00u       0.00s   0.001125w     17 calls
V: V        :      74.50u       0.35s      71.53w     17 calls
Properties  :      49.48u       0.19s      47.25w   4947 calls
Points      :      35.19u       0.14s      34.01w   4947 calls
Functional  :      12.52u       0.07s      12.09w   4947 calls
V_XC        :      12.46u       0.08s      12.15w   4947 calls
LSDA        :       9.58u       0.04s   9.282768w   9894 calls
GGA         :       2.57u       0.03s   2.577561w   4947 calls
V: AO2USO   :       0.00u       0.00s   0.000027w     17 calls
HF: Form F  :       0.00u       0.00s   0.002244w     17 calls
HF: DIIS    :       1.26u       0.22s   4.870618w     17 calls
HF: Form C  :       0.26u       0.01s   0.160588w     17 calls
HF: Form D  :       0.01u       0.00s   0.005733w     17 calls

***********************************************************
