
Host: iw-c39-33-l.pace.gatech.edu

Timers On : Mon Apr 23 22:04:35 2018
Timers Off: Mon Apr 23 22:05:59 2018

Wall Time:       84.00 seconds

V: Grid     :       1.14u       0.03s 1.16391200w      1 call
JK: (A|mn)  :       6.78u       0.00s   3.385015w      6 calls
JK: (A|Q)^-1/2:       1.67u       0.08s   1.296432w      6 calls
JK: (Q|mn)  :       1.73u       0.00s   1.729256w      6 calls
HF: Form H  :       0.00u       0.00s 0.00407600w      1 call
HF: Form S/X:       0.02u       0.00s 0.01049400w      1 call
HF: Guess   :       0.89u       0.07s 0.47703600w      1 call
SAD Guess   :       0.88u       0.07s 0.47383900w      1 call
JK: D       :       0.00u       0.00s   0.004766w     47 calls
JK: USO2AO  :       0.01u       0.00s   0.001958w     47 calls
JK: JK      :      16.04u       1.03s   9.030043w     47 calls
JK: J       :       0.86u       0.10s   0.466006w     48 calls
JK: J1      :       0.43u       0.05s   0.224569w     82 calls
JK: J2      :       0.42u       0.05s   0.237946w     82 calls
JK: K       :      14.57u       0.36s   7.978665w     48 calls
JK: K1      :       8.66u       0.00s   4.328747w     82 calls
JK: K2      :       5.91u       0.36s   3.649022w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000053w     47 calls
DIISManager::add_entry:       0.18u       0.03s   1.025095w     46 calls
DIISManager::extrapolate:       0.80u       0.13s   2.241417w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.77u       0.12s   2.228489w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001326w     45 calls
DIISManager::extrapolate: form new data:       0.03u       0.01s   0.011330w     45 calls
HF: Form G  :      78.57u       1.34s      69.30w     13 calls
RKS: Form V :      62.52u       0.31s      60.27w     13 calls
V: D        :       0.01u       0.00s   0.004410w     13 calls
V: USO2AO   :       0.00u       0.00s   0.000879w     13 calls
V: V        :      62.51u       0.31s      60.26w     13 calls
Properties  :      40.95u       0.21s      39.13w   3770 calls
Points      :      30.90u       0.15s      29.48w   3770 calls
Functional  :      12.49u       0.04s      12.50w   3770 calls
V_XC        :       9.01u       0.06s   8.594011w   3770 calls
LSDA        :       6.88u       0.03s   6.454106w   7540 calls
GGA         :       1.86u       0.02s   1.902143w   3770 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     13 calls
HF: Form F  :       0.01u       0.00s   0.001926w     13 calls
HF: DIIS    :       1.04u       0.16s   3.309120w     13 calls
HF: Form C  :       0.20u       0.00s   0.144748w     13 calls
HF: Form D  :       0.02u       0.00s   0.004982w     13 calls

***********************************************************
