
Host: rich133-c34-13-r.pace.gatech.edu

Timers On : Mon Apr 23 21:58:57 2018
Timers Off: Mon Apr 23 21:59:51 2018

Wall Time:       54.00 seconds

V: Grid     :       0.73u       0.02s 0.74499800w      1 call
JK: (A|mn)  :       5.16u       0.00s   2.574197w      6 calls
JK: (A|Q)^-1/2:       1.20u       0.05s   0.958199w      6 calls
JK: (Q|mn)  :       1.36u       0.00s   1.350367w      6 calls
HF: Form H  :       0.01u       0.01s 0.00195800w      1 call
HF: Form S/X:       0.01u       0.00s 0.00769000w      1 call
HF: Guess   :       0.37u       0.01s 0.19465400w      1 call
SAD Guess   :       0.37u       0.01s 0.19225000w      1 call
JK: D       :       0.01u       0.00s   0.003439w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001542w     45 calls
JK: JK      :      12.01u       0.72s   6.536621w     45 calls
JK: J       :       0.70u       0.02s   0.372670w     46 calls
JK: J1      :       0.34u       0.01s   0.176931w     80 calls
JK: J2      :       0.36u       0.01s   0.193281w     80 calls
JK: K       :      10.83u       0.28s   5.713098w     46 calls
JK: K1      :       6.25u       0.00s   3.124377w     80 calls
JK: K2      :       4.58u       0.28s   2.588058w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000029w     45 calls
DIISManager::add_entry:       0.04u       0.01s   0.044796w     44 calls
DIISManager::extrapolate:       0.71u       0.10s   2.725760w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.69u       0.10s   2.717521w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.000911w     43 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.007127w     43 calls
HF: Form G  :      50.70u       0.98s      43.28w     11 calls
RKS: Form V :      38.68u       0.26s      36.74w     11 calls
V: D        :       0.00u       0.00s   0.003191w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000714w     11 calls
V: V        :      38.68u       0.26s      36.74w     11 calls
Properties  :      25.78u       0.17s      23.82w   3190 calls
Points      :      18.93u       0.11s      17.58w   3190 calls
Functional  :       7.05u       0.03s   7.185401w   3190 calls
V_XC        :       5.82u       0.05s   5.708092w   3190 calls
LSDA        :       4.31u       0.03s   4.343152w   6380 calls
GGA         :       1.32u       0.01s   1.245581w   3190 calls
V: AO2USO   :       0.00u       0.00s   0.000018w     11 calls
HF: Form F  :       0.00u       0.00s   0.001585w     11 calls
HF: DIIS    :       0.81u       0.11s   2.800747w     11 calls
HF: Form C  :       0.12u       0.03s   0.094780w     11 calls
HF: Form D  :       0.02u       0.00s   0.003113w     11 calls

***********************************************************
